wavelength zos_01_11.21_UT_0.02% zos_02_11.34_UT_0% zos_03_11.45_UT_0% zos_07_11.57_UT_18.11% zos_08_12.05_UT_11.63% zos_09_12.16_UT_20.47% zos_13_12.25_UT_32.57% zos_15_12.32_UT_36.21% zos_14_12.39_UT_21.86% zos_21_12.47_UT_57.94% zos_20_12.55_UT_46.91% zos_19_13.01_UT_62.74% zos_27_13.09_UT_79.44% zos_26_13.16_UT_88.42% zos_25_13.29_UT_73.85% zos_a_61_9.45_UT_100% zos_b_61_9.52_UT_100% zos_c_61_9.57_UT_100% zos_d_61_10.04_UT_100% zos_e_61_10.10_UT_100%
792 0.136013 0.102899 0.103586 0.103215 0.11876 0.139324 0.135133 0.120362 0.158295 0.115912 0.120417 0.075886 0.084903 0.078237 0.092027 0.08273 0.106642 0.105005 0.09512 0.108327
793 0.136136 0.103042 0.103667 0.103319 0.11889 0.139523 0.135281 0.120523 0.158373 0.116039 0.120568 0.076061 0.085097 0.07839 0.092211 0.082885 0.106842 0.10514 0.095298 0.108518
794 0.13617 0.103141 0.103755 0.103399 0.118992 0.139689 0.135398 0.120683 0.158502 0.116178 0.120724 0.076201 0.085232 0.078492 0.092383 0.082981 0.107001 0.105284 0.095447 0.108678
795 0.136214 0.10322 0.103868 0.103475 0.119055 0.139809 0.135492 0.120832 0.158642 0.116325 0.120874 0.076311 0.085356 0.078607 0.092514 0.083047 0.107149 0.105445 0.095577 0.108805
796 0.136349 0.103325 0.10397 0.103572 0.119129 0.139943 0.135627 0.120954 0.158689 0.116423 0.121031 0.076465 0.085541 0.078726 0.092658 0.083191 0.107346 0.10558 0.095736 0.108976
797 0.136398 0.103442 0.104029 0.103686 0.119224 0.139997 0.135711 0.121105 0.158744 0.116579 0.121201 0.076585 0.085701 0.078807 0.092818 0.083309 0.107539 0.105717 0.095932 0.109139
798 0.136474 0.103512 0.104091 0.1038 0.119343 0.140032 0.135795 0.121209 0.158855 0.116728 0.121362 0.076715 0.085847 0.078943 0.092991 0.083437 0.107751 0.10585 0.096101 0.109331
799 0.13665 0.10357 0.104188 0.1039 0.119479 0.140154 0.135889 0.12131 0.158983 0.116835 0.12146 0.076903 0.085997 0.079143 0.093185 0.083594 0.107976 0.105975 0.096249 0.10956
800 0.136704 0.103654 0.104263 0.104005 0.119581 0.140244 0.136001 0.121452 0.159034 0.116922 0.121552 0.077002 0.086131 0.079261 0.093328 0.083711 0.108197 0.10612 0.09641 0.109742
801 0.136811 0.103754 0.104335 0.104077 0.119664 0.140328 0.136131 0.121606 0.159137 0.117026 0.121685 0.077107 0.086288 0.079376 0.093491 0.083805 0.108389 0.106304 0.096589 0.109936
802 0.136984 0.103856 0.104444 0.104136 0.119749 0.140415 0.136276 0.121773 0.159282 0.117146 0.12186 0.07727 0.086472 0.079543 0.093704 0.083902 0.108581 0.106521 0.096797 0.110138
803 0.137083 0.103941 0.104538 0.104181 0.119906 0.140511 0.136405 0.121898 0.159337 0.117294 0.122099 0.077518 0.086666 0.079721 0.093914 0.084054 0.108843 0.106735 0.096996 0.110385
804 0.137144 0.104019 0.104611 0.104291 0.12001 0.140621 0.136497 0.12204 0.159404 0.117436 0.122318 0.077747 0.086861 0.079945 0.09412 0.084242 0.109115 0.10692 0.097186 0.110614
805 0.137194 0.104104 0.104695 0.104425 0.120065 0.140701 0.136589 0.122203 0.159515 0.117556 0.1225 0.07794 0.087054 0.080137 0.094307 0.084426 0.109394 0.107086 0.097376 0.110833
806 0.13728 0.104212 0.104828 0.104518 0.120104 0.140768 0.136656 0.122328 0.159623 0.117673 0.122652 0.078141 0.087254 0.080328 0.094484 0.084593 0.109692 0.107235 0.097605 0.111089
807 0.137356 0.104336 0.104969 0.104649 0.120207 0.140901 0.136728 0.122412 0.159727 0.117805 0.122815 0.078287 0.087491 0.080502 0.094735 0.084784 0.110003 0.107462 0.097828 0.111377
808 0.137448 0.104435 0.105052 0.104721 0.120308 0.14102 0.136839 0.122497 0.159771 0.117947 0.122977 0.07841 0.087655 0.080685 0.09493 0.084962 0.110299 0.107728 0.098068 0.111622
809 0.13756 0.104485 0.10509 0.104763 0.120343 0.141072 0.137016 0.122614 0.159779 0.118102 0.12313 0.078545 0.087763 0.080815 0.095042 0.08511 0.110608 0.107965 0.098329 0.111871
810 0.137634 0.104594 0.105199 0.104836 0.120407 0.141227 0.1372 0.122774 0.159834 0.118243 0.123313 0.078761 0.088015 0.081039 0.095254 0.085217 0.110898 0.108169 0.098557 0.112121
811 0.137706 0.104722 0.105298 0.104891 0.120518 0.14134 0.137331 0.122896 0.160017 0.118372 0.123474 0.078948 0.08825 0.081229 0.095457 0.085397 0.111215 0.108446 0.098811 0.112388
812 0.137812 0.104823 0.105414 0.104926 0.12063 0.141466 0.137436 0.122983 0.160226 0.118522 0.123636 0.079097 0.088477 0.08143 0.095629 0.085605 0.111518 0.108746 0.099083 0.112681
813 0.137952 0.104909 0.105633 0.104973 0.120785 0.141596 0.137546 0.123114 0.160454 0.118736 0.123845 0.07927 0.088806 0.081737 0.095813 0.085787 0.11176 0.108991 0.099353 0.113018
814 0.138034 0.104969 0.105762 0.105053 0.120889 0.141672 0.137635 0.123248 0.160586 0.118922 0.123999 0.079408 0.089025 0.081947 0.095946 0.085997 0.112115 0.109208 0.099646 0.113283
815 0.138108 0.105017 0.105882 0.105136 0.120966 0.141737 0.137694 0.123359 0.160634 0.119033 0.12413 0.079559 0.089205 0.08211 0.096115 0.086181 0.112472 0.109441 0.099924 0.113556
816 0.138209 0.105102 0.105991 0.105195 0.121055 0.141941 0.137766 0.123454 0.160702 0.119103 0.124297 0.079724 0.089453 0.082261 0.096376 0.086299 0.112758 0.109662 0.100149 0.113746
817 0.138326 0.1052 0.106031 0.105285 0.121143 0.142161 0.137957 0.123666 0.160802 0.119306 0.124538 0.079876 0.089657 0.082509 0.096591 0.086422 0.112963 0.109842 0.100349 0.114001
818 0.138401 0.105278 0.106079 0.105393 0.121246 0.142362 0.138093 0.123849 0.160836 0.119483 0.12476 0.080149 0.08983 0.082684 0.096845 0.086645 0.113215 0.110002 0.100602 0.114305
819 0.138415 0.105388 0.106109 0.105514 0.121342 0.142524 0.138162 0.123993 0.160859 0.119559 0.124911 0.080423 0.09 0.082857 0.097137 0.086905 0.113531 0.110204 0.100819 0.114578
820 0.138442 0.105498 0.106161 0.10553 0.121415 0.142558 0.138171 0.124161 0.160971 0.119601 0.125024 0.080516 0.090182 0.083035 0.097424 0.087035 0.113875 0.110487 0.101045 0.114818
821 0.138469 0.105561 0.106222 0.105569 0.121495 0.142617 0.138205 0.124289 0.161002 0.119736 0.125132 0.080663 0.090358 0.083257 0.097547 0.087184 0.11408 0.110689 0.101284 0.115034
822 0.138596 0.105601 0.106309 0.105672 0.121575 0.142643 0.138288 0.124423 0.161087 0.119928 0.1253 0.080899 0.090578 0.083495 0.097642 0.087373 0.11433 0.110885 0.10161 0.115296
823 0.138712 0.105703 0.106358 0.105859 0.12163 0.142542 0.138475 0.124521 0.161196 0.120075 0.125531 0.08116 0.090808 0.083695 0.097863 0.087547 0.114727 0.11115 0.101926 0.115679
824 0.138722 0.105775 0.106328 0.105835 0.121664 0.142586 0.138502 0.124578 0.161283 0.120154 0.125678 0.081403 0.091014 0.08383 0.098111 0.087703 0.115087 0.111395 0.102176 0.115952
825 0.138715 0.105786 0.106321 0.105835 0.121734 0.142687 0.138534 0.124651 0.161338 0.120256 0.125767 0.081575 0.091183 0.083983 0.098338 0.087849 0.115355 0.1116 0.10239 0.116169
826 0.138715 0.105851 0.10634 0.105933 0.121776 0.142784 0.138626 0.124767 0.16133 0.120418 0.125842 0.081699 0.091353 0.084145 0.098549 0.088021 0.115604 0.111783 0.102624 0.116416
827 0.13875 0.105908 0.106414 0.105915 0.121891 0.142824 0.138713 0.12491 0.161326 0.120542 0.125961 0.08187 0.091571 0.084294 0.098756 0.088285 0.115937 0.11202 0.10287 0.116815
828 0.13878 0.105998 0.106498 0.106024 0.121942 0.142933 0.138814 0.125055 0.161431 0.120671 0.126117 0.082045 0.09182 0.084532 0.098979 0.088465 0.116269 0.112262 0.103149 0.117126
829 0.1388 0.106056 0.106554 0.106183 0.121973 0.143065 0.138925 0.125144 0.161539 0.120743 0.126283 0.082199 0.092028 0.084716 0.099209 0.088624 0.116597 0.112498 0.103424 0.117379
830 0.138922 0.106014 0.106559 0.106206 0.121996 0.143105 0.138955 0.125185 0.16159 0.120727 0.12642 0.082383 0.092182 0.084815 0.099419 0.088846 0.116967 0.112707 0.103652 0.117695
831 0.138956 0.106039 0.106566 0.106211 0.122075 0.143191 0.139051 0.125239 0.161633 0.120819 0.126524 0.082595 0.0924 0.085035 0.099595 0.088994 0.11723 0.112925 0.103914 0.117914
832 0.13894 0.106109 0.106602 0.106241 0.122147 0.143233 0.139137 0.125291 0.161667 0.12091 0.126623 0.082787 0.092573 0.085227 0.0998 0.089139 0.117475 0.113087 0.104129 0.118186
833 0.138984 0.106174 0.106565 0.106356 0.122193 0.14326 0.139151 0.125339 0.16168 0.120979 0.126756 0.082946 0.092749 0.085339 0.100056 0.089322 0.117748 0.113285 0.104359 0.118501
834 0.139042 0.106283 0.106584 0.10641 0.122251 0.143313 0.139152 0.125517 0.161692 0.121099 0.126881 0.083203 0.092967 0.085442 0.1003 0.08946 0.118009 0.113528 0.104586 0.118721
835 0.139088 0.106322 0.106643 0.106465 0.122344 0.143455 0.139259 0.125652 0.161769 0.121221 0.127016 0.083445 0.093191 0.08562 0.100491 0.089648 0.118305 0.11376 0.104832 0.118975
836 0.139089 0.106354 0.106699 0.106483 0.122433 0.143623 0.139442 0.125739 0.161833 0.121341 0.127153 0.083614 0.093356 0.085818 0.100664 0.089808 0.118603 0.113942 0.105045 0.119234
837 0.139067 0.106441 0.106724 0.106531 0.122512 0.143694 0.139462 0.125843 0.161756 0.121443 0.127355 0.083743 0.093488 0.085973 0.100905 0.089881 0.118778 0.114112 0.10524 0.119442
838 0.139105 0.1066 0.106798 0.106595 0.122572 0.143745 0.139513 0.125988 0.161813 0.121523 0.127528 0.083975 0.093712 0.08619 0.101124 0.090109 0.119074 0.114372 0.105484 0.119702
839 0.13915 0.106698 0.106856 0.106689 0.122589 0.143796 0.13957 0.12609 0.161876 0.121626 0.127655 0.084171 0.093903 0.086364 0.101338 0.090293 0.119327 0.114583 0.105721 0.119978
840 0.139165 0.106704 0.106901 0.106727 0.122566 0.143775 0.139632 0.126188 0.161886 0.121717 0.127775 0.084289 0.094027 0.086458 0.101506 0.09034 0.119484 0.114709 0.105915 0.120217
841 0.139181 0.106767 0.106913 0.106743 0.122611 0.143864 0.139709 0.12631 0.161926 0.121801 0.127836 0.084555 0.094253 0.086656 0.101747 0.090507 0.119799 0.114892 0.106103 0.120476
842 0.139209 0.106807 0.106941 0.106821 0.12265 0.14395 0.139768 0.1264 0.161953 0.121895 0.128001 0.084697 0.094455 0.086863 0.101989 0.090676 0.120141 0.115093 0.106308 0.120727
843 0.139214 0.10682 0.106968 0.106933 0.122707 0.143955 0.139808 0.126452 0.161946 0.121961 0.128177 0.084757 0.094615 0.087037 0.102149 0.090846 0.120431 0.115289 0.10655 0.12096
844 0.139261 0.106896 0.10697 0.106983 0.122809 0.143965 0.139866 0.126515 0.161925 0.121984 0.128201 0.084938 0.094777 0.087189 0.102316 0.091026 0.12066 0.115533 0.106693 0.121139
845 0.139318 0.107 0.107036 0.106966 0.122859 0.143983 0.139905 0.126629 0.161924 0.122063 0.128337 0.085151 0.095036 0.087343 0.102526 0.091179 0.120895 0.11574 0.106969 0.121389
846 0.139371 0.107051 0.107101 0.107009 0.122914 0.144078 0.139925 0.126762 0.161993 0.122188 0.128479 0.085347 0.095275 0.087509 0.102752 0.09129 0.121128 0.115909 0.107183 0.121641
847 0.139355 0.10703 0.107115 0.107123 0.123002 0.1442 0.139908 0.126904 0.16209 0.122331 0.128536 0.085506 0.095424 0.087703 0.102915 0.091368 0.121385 0.116088 0.107265 0.12185
848 0.139356 0.107102 0.107134 0.107089 0.123033 0.144257 0.139961 0.126962 0.162071 0.122418 0.128602 0.085635 0.095669 0.087828 0.10304 0.091521 0.121595 0.116259 0.10743 0.122085
849 0.139385 0.10722 0.107157 0.107112 0.12304 0.144301 0.140026 0.127045 0.16204 0.122487 0.128725 0.085771 0.095868 0.087985 0.103214 0.09167 0.121802 0.116426 0.107591 0.122266
850 0.139419 0.107304 0.10717 0.107159 0.123085 0.144349 0.140043 0.127132 0.161985 0.122581 0.128875 0.08589 0.096003 0.088163 0.103404 0.091792 0.121999 0.116607 0.107753 0.122424
851 0.139421 0.107302 0.107179 0.107163 0.123093 0.144413 0.140066 0.127169 0.161957 0.122694 0.128901 0.086032 0.096133 0.088303 0.103511 0.091926 0.122228 0.116835 0.10796 0.122704
852 0.139511 0.10734 0.107183 0.107179 0.123142 0.14447 0.140118 0.127267 0.162059 0.122774 0.129039 0.08613 0.096344 0.088451 0.103649 0.09206 0.12243 0.117069 0.108167 0.122912
853 0.139567 0.107422 0.107216 0.107243 0.123207 0.144551 0.140177 0.127377 0.162153 0.122845 0.129232 0.086272 0.096536 0.088587 0.103856 0.092187 0.122644 0.117249 0.108359 0.12309
854 0.139498 0.107493 0.107283 0.107285 0.123185 0.14463 0.140219 0.127449 0.162137 0.122896 0.129365 0.086497 0.096645 0.088752 0.104122 0.092305 0.122922 0.117303 0.108538 0.123307
855 0.139551 0.107616 0.107358 0.107447 0.123269 0.144726 0.140345 0.127563 0.162177 0.122987 0.129493 0.086687 0.096908 0.088913 0.104353 0.09246 0.123208 0.11757 0.108728 0.123567
856 0.139555 0.107633 0.107391 0.107443 0.12332 0.144754 0.140389 0.127604 0.16219 0.123008 0.129563 0.086779 0.097095 0.089047 0.104424 0.092587 0.123475 0.11778 0.108922 0.123811
857 0.139502 0.107624 0.107396 0.107417 0.123325 0.144744 0.140363 0.127608 0.162143 0.12301 0.129602 0.086843 0.097201 0.08916 0.104455 0.092681 0.123707 0.117953 0.109096 0.124005
858 0.139515 0.107707 0.107419 0.107423 0.123383 0.144845 0.140489 0.127703 0.162128 0.123126 0.129684 0.08705 0.097425 0.089263 0.104746 0.0928 0.123906 0.118073 0.109388 0.12418
859 0.139543 0.107738 0.107438 0.107414 0.123427 0.144887 0.140538 0.127789 0.162198 0.12318 0.129771 0.087152 0.097633 0.08943 0.104914 0.092897 0.124199 0.118319 0.109542 0.124379
860 0.139585 0.107777 0.107457 0.107443 0.123461 0.144957 0.140569 0.127898 0.162274 0.123256 0.129887 0.087291 0.097834 0.08963 0.105079 0.092991 0.124477 0.118539 0.109677 0.124605
861 0.139638 0.107832 0.107557 0.107537 0.123519 0.145023 0.140641 0.128044 0.162287 0.123384 0.130087 0.08755 0.098018 0.089823 0.105342 0.093122 0.124663 0.118682 0.109887 0.124886
862 0.139698 0.107885 0.107575 0.10759 0.123597 0.145136 0.140623 0.128105 0.16231 0.123532 0.130281 0.087684 0.098208 0.090028 0.105494 0.093297 0.124896 0.118834 0.110097 0.125147
863 0.139733 0.10793 0.10757 0.107638 0.123629 0.145231 0.14067 0.128157 0.162263 0.123638 0.130341 0.087801 0.098389 0.090172 0.105618 0.093515 0.125142 0.119061 0.110354 0.125374
864 0.139715 0.107954 0.107586 0.10765 0.123615 0.145197 0.14067 0.128267 0.162172 0.123694 0.130309 0.087945 0.098556 0.090294 0.105817 0.093725 0.125395 0.119254 0.110623 0.12559
865 0.139671 0.107961 0.107632 0.107577 0.123654 0.145138 0.140712 0.128451 0.162129 0.123734 0.130416 0.08813 0.098706 0.090505 0.106056 0.093826 0.125709 0.119486 0.110819 0.125835
866 0.139746 0.108053 0.107663 0.107685 0.123696 0.145295 0.140824 0.128634 0.162146 0.12389 0.130517 0.088344 0.098937 0.090755 0.106298 0.093985 0.125951 0.119744 0.111094 0.126103
867 0.139804 0.108154 0.107686 0.107805 0.123729 0.145352 0.140883 0.128764 0.16223 0.124019 0.130602 0.088553 0.099202 0.090986 0.106492 0.094163 0.126205 0.120018 0.111389 0.126444
868 0.139766 0.10819 0.107651 0.107795 0.123722 0.145391 0.140894 0.128818 0.162287 0.124027 0.130706 0.088728 0.099427 0.091171 0.106692 0.094302 0.126574 0.120263 0.1117 0.126745
869 0.139747 0.108206 0.107703 0.10783 0.123781 0.145381 0.140993 0.128871 0.162249 0.12416 0.130822 0.088916 0.099706 0.091364 0.106896 0.094449 0.126898 0.120459 0.111923 0.127084
870 0.139815 0.108228 0.107784 0.107888 0.123865 0.145358 0.140996 0.129001 0.162275 0.124233 0.130973 0.0891 0.099954 0.091568 0.107187 0.094649 0.127197 0.120657 0.112152 0.127367
871 0.139838 0.108262 0.107824 0.107926 0.123941 0.145458 0.140961 0.129168 0.162349 0.124242 0.131135 0.089239 0.100174 0.091815 0.107496 0.094901 0.127523 0.1209 0.112412 0.127693
872 0.139845 0.108321 0.107822 0.107881 0.12401 0.145471 0.141072 0.129238 0.162323 0.124348 0.131238 0.089485 0.100444 0.092154 0.107643 0.095111 0.127987 0.121224 0.112763 0.127995
873 0.139856 0.108353 0.107847 0.107861 0.124074 0.145563 0.141189 0.129392 0.162373 0.124475 0.13138 0.089674 0.100707 0.092329 0.107864 0.095282 0.128357 0.121467 0.113071 0.128299
874 0.139855 0.108388 0.10788 0.107939 0.124111 0.145617 0.141269 0.129529 0.162419 0.124587 0.131556 0.089926 0.100957 0.092467 0.108137 0.095424 0.128678 0.121698 0.113384 0.128628
875 0.13983 0.108479 0.10788 0.108021 0.124145 0.145532 0.141302 0.129583 0.162379 0.124679 0.131688 0.090177 0.101179 0.092716 0.108374 0.095577 0.129035 0.121981 0.113652 0.128976
876 0.139846 0.108466 0.107922 0.108054 0.124126 0.145543 0.141251 0.129713 0.162403 0.124719 0.131755 0.090318 0.101452 0.092892 0.108597 0.095807 0.129406 0.122224 0.113901 0.129307
877 0.139891 0.108469 0.107925 0.108019 0.124131 0.145613 0.14126 0.129845 0.16242 0.124826 0.131873 0.09048 0.101701 0.093064 0.108797 0.096109 0.129779 0.122473 0.11423 0.129657
878 0.139924 0.108561 0.107926 0.107993 0.124233 0.1457 0.141351 0.12995 0.162391 0.125008 0.13208 0.090691 0.101918 0.093275 0.108923 0.096414 0.13017 0.122778 0.114627 0.13009
879 0.140025 0.108693 0.10807 0.108135 0.124248 0.145771 0.141458 0.13009 0.162493 0.125136 0.132239 0.090901 0.102198 0.093618 0.109235 0.096633 0.130625 0.123199 0.115023 0.1305
880 0.140006 0.108686 0.108116 0.10816 0.12426 0.145781 0.141444 0.130198 0.162458 0.125167 0.132345 0.091006 0.102418 0.093798 0.10952 0.096778 0.130972 0.123455 0.115308 0.130851
881 0.139999 0.108675 0.108104 0.108154 0.124294 0.145833 0.141426 0.130326 0.162472 0.125243 0.132517 0.091179 0.102679 0.093963 0.10979 0.096949 0.13127 0.123667 0.115607 0.131168
882 0.140152 0.108781 0.108128 0.108215 0.124387 0.145898 0.141601 0.130519 0.162597 0.125488 0.132739 0.091519 0.102966 0.094299 0.110126 0.097179 0.131624 0.123973 0.115952 0.131528
883 0.140155 0.108853 0.108111 0.108289 0.124419 0.145983 0.141611 0.130677 0.162673 0.125533 0.132861 0.091768 0.103224 0.094577 0.110319 0.09746 0.131995 0.124119 0.116225 0.131846
884 0.140154 0.108912 0.108095 0.108316 0.124406 0.145965 0.141609 0.130687 0.162629 0.125544 0.132923 0.091862 0.103367 0.094718 0.110534 0.097659 0.132426 0.124325 0.11648 0.132202
885 0.14015 0.108955 0.108116 0.108307 0.124297 0.145885 0.141632 0.130594 0.162505 0.125618 0.132954 0.091886 0.103437 0.094796 0.110743 0.097775 0.132888 0.124676 0.116737 0.132553
886 0.140135 0.108946 0.108101 0.108412 0.124306 0.145868 0.141672 0.130705 0.162446 0.125802 0.133042 0.091988 0.103547 0.095037 0.110882 0.097884 0.133348 0.125039 0.117015 0.132781
887 0.140169 0.108916 0.108181 0.108487 0.124379 0.145924 0.141665 0.13083 0.162461 0.12595 0.133098 0.092061 0.103725 0.095274 0.111212 0.098088 0.13374 0.125382 0.117312 0.133053
888 0.140175 0.108937 0.108232 0.108556 0.124465 0.145955 0.141702 0.130937 0.162437 0.126012 0.133191 0.092182 0.103901 0.095488 0.111493 0.098282 0.134097 0.125692 0.117619 0.13335
889 0.140139 0.108983 0.108205 0.10856 0.124562 0.145905 0.141655 0.13107 0.162376 0.126043 0.13336 0.092406 0.104165 0.095762 0.111695 0.098462 0.134442 0.12596 0.117939 0.133635
890 0.140217 0.109066 0.108355 0.10866 0.124535 0.14599 0.141743 0.131256 0.162478 0.126165 0.133553 0.092602 0.104419 0.095924 0.11188 0.098631 0.134754 0.126167 0.118206 0.134001
891 0.140306 0.109141 0.108459 0.108698 0.124557 0.146143 0.141846 0.131346 0.162513 0.126268 0.133714 0.092787 0.104715 0.096176 0.11207 0.098825 0.135125 0.126356 0.11855 0.134338
892 0.140345 0.109196 0.10834 0.108597 0.12458 0.146236 0.141918 0.131356 0.162551 0.126283 0.133755 0.09297 0.104986 0.09636 0.112255 0.099102 0.135518 0.126536 0.118912 0.13473
893 0.140287 0.109223 0.108389 0.108428 0.12458 0.146181 0.141913 0.131479 0.162477 0.126193 0.133629 0.093141 0.10523 0.096474 0.112359 0.09923 0.135755 0.126788 0.119232 0.135014
894 0.140345 0.109257 0.108494 0.10847 0.124724 0.146333 0.141981 0.131692 0.162576 0.126309 0.133896 0.093428 0.105539 0.096743 0.112504 0.099365 0.135885 0.126945 0.119395 0.13526
895 0.140475 0.109274 0.108581 0.108535 0.124792 0.146431 0.142031 0.131854 0.1626 0.126468 0.134196 0.093643 0.105755 0.097037 0.112677 0.099574 0.136104 0.127169 0.119572 0.135572
896 0.140369 0.109241 0.108526 0.108425 0.124774 0.146347 0.141926 0.131876 0.162565 0.126502 0.134255 0.093668 0.106014 0.097187 0.112821 0.099863 0.136477 0.127436 0.119933 0.135907
897 0.140386 0.109332 0.108623 0.108335 0.124722 0.146375 0.142109 0.131884 0.162582 0.126607 0.13441 0.09388 0.106195 0.097469 0.112975 0.099978 0.136744 0.127699 0.120295 0.136286
898 0.140393 0.109386 0.108726 0.108411 0.124824 0.14635 0.142238 0.132013 0.162658 0.126773 0.134603 0.094068 0.106441 0.097769 0.113111 0.100092 0.137008 0.127931 0.120537 0.136574
899 0.140435 0.109502 0.108743 0.108495 0.124897 0.146341 0.142238 0.132246 0.162769 0.126938 0.134773 0.094249 0.106724 0.098001 0.113294 0.100305 0.137318 0.128175 0.12074 0.136767
900 0.14054 0.109602 0.108835 0.108518 0.124869 0.146443 0.142236 0.132333 0.162839 0.127035 0.13489 0.094476 0.106956 0.098032 0.11358 0.100605 0.137656 0.12849 0.121201 0.137269
901 0.14053 0.109689 0.108887 0.10863 0.124999 0.1465 0.142339 0.132554 0.162892 0.127188 0.135066 0.094782 0.107219 0.098387 0.113948 0.100767 0.13803 0.128772 0.121603 0.137516
902 0.140582 0.109798 0.108861 0.108706 0.125064 0.146579 0.142511 0.132815 0.16285 0.127309 0.135178 0.094944 0.10745 0.098695 0.114224 0.100868 0.138391 0.129016 0.121876 0.13776
903 0.14074 0.109796 0.108964 0.108641 0.125092 0.146798 0.142531 0.132948 0.162726 0.127331 0.135246 0.094989 0.107598 0.098749 0.114398 0.100999 0.138682 0.129282 0.122015 0.138095
904 0.140684 0.109863 0.108859 0.108608 0.125165 0.146911 0.14251 0.132916 0.162673 0.127364 0.1354 0.095242 0.107837 0.098951 0.114459 0.101223 0.138916 0.12928 0.122149 0.138365
905 0.140531 0.109832 0.108791 0.108547 0.125174 0.146835 0.142451 0.132935 0.162632 0.127352 0.135522 0.095344 0.107924 0.09901 0.114657 0.101413 0.139169 0.129403 0.122392 0.138612
906 0.140441 0.109849 0.108842 0.108541 0.125128 0.146715 0.142515 0.13304 0.162711 0.12737 0.135601 0.095365 0.108087 0.099047 0.114887 0.1016 0.139505 0.129688 0.122671 0.138812
907 0.140589 0.109975 0.109068 0.108534 0.12517 0.146853 0.142724 0.133197 0.162862 0.127549 0.135694 0.095653 0.108426 0.099401 0.115111 0.101839 0.139882 0.129891 0.122869 0.139051
908 0.140563 0.109958 0.109043 0.108604 0.125072 0.146769 0.142659 0.13314 0.16278 0.127598 0.135889 0.095693 0.108694 0.099649 0.115206 0.101941 0.140276 0.130243 0.123088 0.139332
909 0.140522 0.10991 0.10907 0.108683 0.125083 0.146761 0.142652 0.133153 0.162716 0.127719 0.136072 0.095818 0.108903 0.09985 0.11529 0.102037 0.140669 0.130537 0.123363 0.139641
910 0.140595 0.10999 0.109169 0.108781 0.125341 0.146979 0.142743 0.133234 0.16286 0.127946 0.136158 0.096147 0.109079 0.100033 0.115429 0.102273 0.140973 0.130682 0.123678 0.139887
911 0.140562 0.109995 0.109198 0.108575 0.125371 0.14699 0.142661 0.133405 0.162866 0.127862 0.136217 0.096073 0.109173 0.100245 0.115786 0.102369 0.14094 0.130851 0.123855 0.140017
912 0.140515 0.109994 0.109164 0.108399 0.125289 0.146857 0.142669 0.133471 0.162689 0.127745 0.136225 0.096082 0.109213 0.100248 0.115796 0.102659 0.141305 0.131183 0.124105 0.140352
913 0.140573 0.11004 0.109122 0.108505 0.125204 0.146823 0.142677 0.133628 0.162653 0.127834 0.136267 0.096295 0.109363 0.100283 0.115905 0.102887 0.14188 0.13151 0.124292 0.140661
914 0.140713 0.110242 0.109249 0.108833 0.125256 0.146875 0.142838 0.133837 0.162804 0.128199 0.136461 0.096596 0.109742 0.100687 0.116259 0.102774 0.142138 0.131553 0.124386 0.140808
915 0.140613 0.110262 0.10931 0.108723 0.125279 0.146943 0.142851 0.133888 0.162803 0.128119 0.136695 0.096669 0.109956 0.100756 0.116423 0.103059 0.142411 0.131761 0.124619 0.141043
916 0.140536 0.110303 0.109341 0.108677 0.125366 0.146943 0.142849 0.13395 0.162779 0.128084 0.136903 0.096818 0.110103 0.100824 0.116547 0.103388 0.142588 0.132084 0.124958 0.14136
917 0.14062 0.110445 0.10927 0.108916 0.125499 0.147072 0.142848 0.13408 0.162812 0.128324 0.137071 0.097207 0.110256 0.101057 0.116834 0.103445 0.142692 0.132361 0.125329 0.141688
918 0.140557 0.110462 0.109336 0.108952 0.125606 0.147318 0.142965 0.134113 0.162902 0.128381 0.137095 0.097484 0.110393 0.101248 0.116995 0.103538 0.143012 0.132516 0.125402 0.141942
919 0.140652 0.110472 0.109379 0.109023 0.125666 0.147477 0.143118 0.134378 0.162954 0.128402 0.137188 0.097552 0.11059 0.101442 0.11727 0.103692 0.143284 0.132644 0.12546 0.142098
920 0.140804 0.1106 0.109395 0.109128 0.125822 0.147548 0.143233 0.134623 0.162928 0.128428 0.137544 0.09754 0.11083 0.101604 0.117576 0.103777 0.143509 0.132757 0.12557 0.14222
921 0.140753 0.110598 0.109516 0.109158 0.125891 0.147618 0.143215 0.134557 0.162863 0.128467 0.137575 0.097593 0.111028 0.101683 0.117564 0.103759 0.143718 0.132895 0.125787 0.142646
922 0.140757 0.110612 0.109452 0.109013 0.125819 0.147539 0.143058 0.134538 0.16276 0.128465 0.137676 0.097693 0.111109 0.101509 0.117631 0.104006 0.143983 0.133115 0.125899 0.142827
923 0.140824 0.110671 0.109379 0.108932 0.125783 0.147513 0.143082 0.134692 0.162828 0.128556 0.137781 0.09775 0.11121 0.101531 0.11771 0.104143 0.144219 0.133318 0.126114 0.143005
924 0.14075 0.110633 0.109327 0.108937 0.125842 0.147595 0.143281 0.134935 0.162785 0.128573 0.137816 0.097716 0.111393 0.101611 0.117917 0.104193 0.144342 0.133432 0.126339 0.143206
925 0.140621 0.110429 0.109365 0.108654 0.125729 0.147536 0.143134 0.13492 0.162659 0.12838 0.137703 0.097563 0.111469 0.101725 0.117791 0.104127 0.144169 0.133521 0.126276 0.143175
