wavelength zos_01_11.21_UT_0.02% zos_02_11.34_UT_0% zos_03_11.45_UT_0% zos_07_11.57_UT_18.11% zos_08_12.05_UT_11.63% zos_09_12.16_UT_20.47% zos_13_12.25_UT_32.57% zos_15_12.32_UT_36.21% zos_14_12.39_UT_21.86% zos_21_12.47_UT_57.94% zos_20_12.55_UT_46.91% zos_19_13.01_UT_62.74% zos_27_13.09_UT_79.44% zos_26_13.16_UT_88.42% zos_25_13.29_UT_73.85% zos_a_61_9.45_UT_100% zos_b_61_9.52_UT_100% zos_c_61_9.57_UT_100% zos_d_61_10.04_UT_100% zos_e_61_10.10_UT_100%
524 0.096568 0.063289 0.067369 0.06948 0.069578 0.076973 0.082101 0.056808 0.097203 0.053267 0.043153 0.019679 0.021284 0.017982 0.023514 0.020485 0.022792 0.024249 0.020262 0.024568
525 0.096936 0.063608 0.067687 0.069871 0.07001 0.077528 0.082544 0.057295 0.097875 0.053779 0.043705 0.019934 0.02161 0.018311 0.023855 0.020838 0.023203 0.024675 0.020609 0.024994
526 0.097343 0.063925 0.068027 0.070264 0.07046 0.078096 0.082988 0.057755 0.098486 0.05428 0.044284 0.020179 0.021905 0.018608 0.024243 0.021185 0.023621 0.0251 0.020949 0.025425
527 0.097749 0.064257 0.068347 0.070625 0.070907 0.078656 0.083418 0.058256 0.099062 0.054752 0.044811 0.020405 0.022178 0.018901 0.024597 0.0215 0.02401 0.025508 0.021271 0.025829
528 0.098131 0.064584 0.068672 0.070949 0.071329 0.079196 0.083835 0.058758 0.099615 0.055151 0.045273 0.020616 0.02245 0.01918 0.024912 0.021766 0.024363 0.02587 0.021567 0.026188
529 0.098496 0.064897 0.069017 0.071261 0.071758 0.079761 0.084295 0.059333 0.100211 0.055564 0.045738 0.020845 0.022727 0.019461 0.025203 0.02203 0.024713 0.026231 0.021895 0.026566
530 0.098878 0.065235 0.069336 0.071585 0.072172 0.080316 0.084745 0.059809 0.100762 0.05598 0.046209 0.02106 0.022999 0.019724 0.025501 0.02229 0.02503 0.026569 0.022198 0.026907
531 0.099264 0.065577 0.069643 0.071915 0.072574 0.080857 0.085126 0.060232 0.101272 0.056391 0.046661 0.021258 0.023247 0.019962 0.025791 0.022536 0.02534 0.026872 0.022442 0.027226
532 0.09961 0.065886 0.069926 0.072219 0.072975 0.081378 0.085515 0.060627 0.101791 0.056748 0.047066 0.021451 0.023478 0.020202 0.026046 0.022746 0.025613 0.027141 0.022667 0.027535
533 0.099996 0.06622 0.070273 0.072512 0.073369 0.081875 0.085899 0.061007 0.102302 0.057118 0.04749 0.021655 0.023722 0.020455 0.026326 0.022965 0.025894 0.02742 0.022921 0.027819
534 0.100378 0.066571 0.070632 0.072772 0.073743 0.082344 0.086273 0.061422 0.102778 0.057474 0.047897 0.021837 0.023939 0.020687 0.026592 0.023185 0.026179 0.02769 0.023165 0.028091
535 0.100721 0.066897 0.070941 0.073016 0.074093 0.082776 0.086629 0.061825 0.103206 0.057792 0.048241 0.02198 0.024121 0.020873 0.026772 0.023394 0.026443 0.02793 0.023358 0.028345
536 0.101128 0.067243 0.071238 0.073303 0.074464 0.083221 0.086988 0.062279 0.10365 0.058091 0.048584 0.022165 0.024323 0.021072 0.026999 0.023607 0.026689 0.028187 0.023564 0.028616
537 0.10154 0.067566 0.071544 0.07358 0.074834 0.083645 0.087346 0.062676 0.104084 0.058378 0.048921 0.022332 0.024525 0.021266 0.027232 0.023781 0.026906 0.028395 0.023736 0.028865
538 0.10193 0.067903 0.071882 0.073816 0.075186 0.084042 0.087711 0.063018 0.104505 0.058657 0.049254 0.022464 0.024711 0.021458 0.027453 0.023919 0.027109 0.028564 0.023875 0.029071
539 0.102279 0.068262 0.072205 0.07406 0.075519 0.084402 0.088067 0.063345 0.104946 0.058917 0.049578 0.022617 0.024878 0.021658 0.027681 0.024097 0.027344 0.028785 0.024068 0.029303
540 0.102646 0.06862 0.072533 0.074288 0.075906 0.084769 0.088443 0.063677 0.105398 0.059177 0.049911 0.022774 0.025064 0.021847 0.027876 0.024273 0.027557 0.028994 0.024256 0.029542
541 0.10304 0.068968 0.072874 0.074503 0.076258 0.085155 0.088835 0.064023 0.10584 0.059443 0.05024 0.02292 0.025244 0.022026 0.028051 0.024434 0.027757 0.029173 0.024424 0.029775
542 0.103442 0.069303 0.073237 0.074722 0.076564 0.085552 0.089209 0.064352 0.106267 0.059705 0.05054 0.023039 0.025368 0.0222 0.028243 0.024581 0.027982 0.029339 0.024582 0.029985
543 0.103835 0.069665 0.073578 0.07496 0.076868 0.085955 0.089562 0.064703 0.106717 0.059972 0.050849 0.023174 0.025552 0.022391 0.028449 0.024734 0.028192 0.02953 0.024752 0.030184
544 0.104204 0.070014 0.073908 0.075211 0.077181 0.086368 0.089911 0.065028 0.107176 0.060231 0.051176 0.023318 0.025738 0.022576 0.028661 0.024895 0.028402 0.02971 0.024936 0.030389
545 0.104563 0.070373 0.074251 0.075455 0.077505 0.086795 0.090276 0.065321 0.107629 0.060476 0.051487 0.023462 0.02589 0.022739 0.028871 0.025057 0.028626 0.029888 0.025126 0.030597
546 0.104917 0.070737 0.074586 0.075672 0.07783 0.087186 0.090618 0.065654 0.108042 0.060735 0.051783 0.023589 0.026054 0.02289 0.029078 0.025205 0.028812 0.030054 0.025286 0.030801
547 0.105297 0.071098 0.07492 0.075897 0.078166 0.087581 0.090977 0.066022 0.108469 0.060991 0.052098 0.023746 0.026233 0.023064 0.029292 0.025355 0.029007 0.030228 0.025443 0.031018
548 0.105718 0.071487 0.075262 0.076135 0.078514 0.08799 0.091376 0.066403 0.108918 0.061247 0.052425 0.023938 0.026426 0.023267 0.029513 0.025513 0.02923 0.030412 0.025608 0.031249
549 0.106127 0.071871 0.075583 0.076376 0.078841 0.088422 0.091733 0.066731 0.109302 0.061509 0.052749 0.024096 0.026586 0.023467 0.029734 0.025658 0.029435 0.030575 0.025768 0.031449
550 0.106505 0.072231 0.075898 0.076605 0.079154 0.088821 0.092093 0.067069 0.109667 0.06175 0.053058 0.024221 0.026741 0.02363 0.029934 0.025804 0.02964 0.03073 0.025937 0.03166
551 0.106857 0.072592 0.076234 0.07683 0.079474 0.089196 0.092455 0.067381 0.110046 0.061967 0.053354 0.024342 0.026917 0.023766 0.030125 0.025956 0.029845 0.030875 0.0261 0.031869
552 0.107265 0.073004 0.076595 0.077044 0.079825 0.089598 0.092807 0.067708 0.110449 0.062197 0.053638 0.024504 0.027135 0.023964 0.030336 0.026117 0.030035 0.031005 0.026225 0.032036
553 0.107674 0.073438 0.076955 0.077225 0.080155 0.08995 0.093149 0.068025 0.110838 0.062445 0.053908 0.024649 0.027292 0.024132 0.030518 0.02625 0.030217 0.031113 0.026367 0.032213
554 0.108082 0.073847 0.077307 0.077378 0.080459 0.090255 0.093477 0.068305 0.111207 0.062672 0.054162 0.024767 0.027413 0.024256 0.030678 0.026352 0.030377 0.03121 0.026471 0.032374
555 0.108489 0.074219 0.077652 0.077523 0.080754 0.090512 0.093793 0.068542 0.111563 0.06284 0.054393 0.024861 0.027541 0.024376 0.030831 0.026435 0.030506 0.031303 0.02656 0.032492
556 0.10888 0.074589 0.077993 0.077678 0.081042 0.090782 0.094086 0.068775 0.11192 0.062995 0.054599 0.024929 0.02765 0.024481 0.030942 0.026517 0.030636 0.031359 0.026641 0.032606
557 0.109253 0.074972 0.07835 0.077842 0.081318 0.091053 0.094383 0.068997 0.112258 0.063136 0.054786 0.025002 0.027753 0.02458 0.031053 0.026587 0.030766 0.031407 0.026727 0.032715
558 0.109614 0.075376 0.078727 0.078009 0.081578 0.091332 0.094686 0.06918 0.112559 0.063267 0.054945 0.025087 0.027845 0.024668 0.031177 0.026637 0.030879 0.031448 0.026786 0.032779
559 0.109979 0.075749 0.079046 0.078114 0.081824 0.091586 0.094928 0.069321 0.112836 0.063338 0.055052 0.025133 0.027886 0.024716 0.031244 0.026667 0.030924 0.031421 0.026756 0.032817
560 0.110343 0.076095 0.079359 0.078215 0.082063 0.091835 0.095177 0.069443 0.113102 0.063401 0.055152 0.025171 0.027931 0.024765 0.031292 0.026686 0.030966 0.03139 0.026725 0.032853
561 0.11071 0.07644 0.079683 0.078331 0.082302 0.092082 0.095434 0.069554 0.113358 0.063463 0.055256 0.025208 0.027988 0.024812 0.031344 0.026691 0.031017 0.031346 0.02671 0.032872
562 0.11108 0.07684 0.080019 0.078452 0.082552 0.092314 0.09567 0.069663 0.113612 0.063539 0.055353 0.025236 0.028022 0.024847 0.031419 0.02667 0.031039 0.031267 0.026678 0.03283
563 0.111403 0.077171 0.080288 0.078541 0.082748 0.092533 0.095859 0.069799 0.11382 0.063576 0.055373 0.02524 0.028023 0.024847 0.031423 0.026645 0.031027 0.031177 0.026623 0.032794
564 0.111701 0.077475 0.080534 0.078589 0.082916 0.092722 0.096013 0.069908 0.11399 0.063571 0.055359 0.025223 0.028005 0.024818 0.031392 0.02661 0.030988 0.031065 0.026535 0.032735
565 0.111999 0.077817 0.080826 0.078617 0.083106 0.09286 0.096159 0.06994 0.114141 0.06353 0.055344 0.025194 0.027982 0.024806 0.03138 0.026548 0.030931 0.030936 0.026412 0.032636
566 0.112319 0.078135 0.081115 0.07866 0.083265 0.092967 0.096313 0.069905 0.114234 0.063463 0.055277 0.025143 0.027924 0.024741 0.031308 0.026459 0.030854 0.030766 0.026289 0.032519
567 0.11262 0.078433 0.081383 0.078698 0.083411 0.093009 0.096448 0.069908 0.114298 0.063361 0.055176 0.025072 0.02784 0.024657 0.031194 0.026347 0.030749 0.030563 0.026144 0.032381
568 0.112894 0.078718 0.081623 0.078712 0.083557 0.093004 0.09655 0.06987 0.114348 0.063222 0.05504 0.024985 0.027742 0.024548 0.03106 0.026213 0.030613 0.030336 0.02596 0.032198
569 0.113161 0.078984 0.081864 0.07868 0.083651 0.093011 0.096663 0.069804 0.114384 0.063078 0.05486 0.024894 0.027639 0.024433 0.030921 0.026019 0.030436 0.030081 0.025765 0.032
570 0.113439 0.079258 0.082113 0.078673 0.083762 0.093017 0.096738 0.069764 0.1144 0.062959 0.054679 0.0248 0.027516 0.024311 0.03077 0.025845 0.030271 0.029816 0.025554 0.031783
571 0.113719 0.07952 0.082341 0.078684 0.083875 0.093002 0.096814 0.069667 0.114437 0.062833 0.054499 0.024698 0.02737 0.024161 0.030589 0.02569 0.030113 0.029544 0.025351 0.031561
572 0.113935 0.079739 0.082559 0.078641 0.083923 0.092927 0.096877 0.069575 0.114346 0.062698 0.054295 0.024576 0.027211 0.023976 0.030406 0.025477 0.029906 0.029245 0.025133 0.031351
573 0.114123 0.079947 0.082764 0.07859 0.083939 0.092851 0.096923 0.069461 0.114299 0.062543 0.054113 0.024428 0.027054 0.023804 0.030248 0.025285 0.029729 0.02898 0.024915 0.031128
574 0.114307 0.080154 0.082946 0.078558 0.083973 0.092774 0.096925 0.069345 0.114245 0.06238 0.053934 0.024291 0.026907 0.023644 0.030087 0.025125 0.029575 0.0287 0.024708 0.030917
575 0.114498 0.080343 0.083097 0.078488 0.084039 0.092691 0.096963 0.069274 0.114161 0.062211 0.053715 0.024197 0.02677 0.023502 0.029907 0.024964 0.02942 0.028435 0.024524 0.030716
576 0.114648 0.080516 0.08322 0.078432 0.084093 0.092653 0.096998 0.069183 0.114112 0.062041 0.053505 0.024069 0.026623 0.02334 0.029744 0.024815 0.029247 0.028176 0.024317 0.030503
577 0.114792 0.080681 0.083334 0.078383 0.084144 0.092655 0.097059 0.069122 0.114121 0.06187 0.053308 0.023926 0.026479 0.023178 0.02959 0.024649 0.029053 0.027934 0.02411 0.030302
578 0.114928 0.080837 0.083442 0.078327 0.084184 0.092688 0.097137 0.069038 0.114115 0.061737 0.053122 0.023802 0.026356 0.023038 0.029403 0.024464 0.028862 0.027707 0.023922 0.030112
579 0.115051 0.081021 0.08356 0.078254 0.084151 0.092733 0.097205 0.068959 0.114092 0.061586 0.052924 0.023744 0.026264 0.022929 0.02923 0.024332 0.028701 0.027488 0.02375 0.029951
580 0.115185 0.081185 0.083678 0.078136 0.084086 0.092756 0.097302 0.068921 0.114088 0.06145 0.052725 0.023681 0.026142 0.022827 0.029071 0.024206 0.028566 0.02727 0.02359 0.02975
581 0.115331 0.081325 0.083793 0.078021 0.084012 0.092749 0.097422 0.068913 0.114137 0.061352 0.052525 0.023586 0.025995 0.022712 0.02893 0.024072 0.028434 0.027051 0.023447 0.029571
582 0.115485 0.081438 0.083901 0.077917 0.083945 0.092718 0.097517 0.068923 0.114151 0.061262 0.052325 0.023476 0.025883 0.022579 0.028789 0.023912 0.028267 0.02688 0.023339 0.029421
583 0.115672 0.08153 0.08403 0.077855 0.083881 0.09266 0.097561 0.068892 0.114146 0.061184 0.052186 0.023425 0.025779 0.022472 0.028672 0.023763 0.028121 0.026695 0.023204 0.029274
584 0.115883 0.081627 0.084182 0.077859 0.083802 0.092578 0.09758 0.068813 0.114175 0.061181 0.052134 0.023414 0.025671 0.022394 0.028563 0.023641 0.027997 0.026523 0.023055 0.029119
585 0.116099 0.081763 0.084332 0.077937 0.083676 0.092478 0.097632 0.06868 0.11422 0.061202 0.052119 0.023392 0.025535 0.022279 0.028427 0.023545 0.027894 0.026367 0.022928 0.028964
586 0.116305 0.081897 0.084512 0.077984 0.083569 0.092438 0.09765 0.068632 0.114215 0.061146 0.05212 0.023398 0.025454 0.022171 0.028309 0.023458 0.02777 0.026225 0.022819 0.02881
587 0.116496 0.082026 0.084717 0.078027 0.08348 0.092471 0.097616 0.068595 0.114211 0.061077 0.052113 0.023341 0.02537 0.02205 0.028197 0.02337 0.027644 0.026113 0.022729 0.028673
588 0.116696 0.082162 0.084913 0.078117 0.083403 0.092511 0.097566 0.068636 0.11426 0.061013 0.052084 0.023228 0.025248 0.021947 0.028133 0.023277 0.027534 0.026024 0.022634 0.028554
589 0.116958 0.082306 0.085083 0.078198 0.083346 0.092566 0.097723 0.068752 0.114308 0.061067 0.052075 0.023162 0.025206 0.021851 0.028025 0.023172 0.027411 0.025889 0.022535 0.028412
590 0.117186 0.082408 0.085222 0.078247 0.083333 0.092604 0.097812 0.068816 0.114329 0.061066 0.05203 0.023116 0.025137 0.021742 0.027862 0.023067 0.027275 0.025726 0.022463 0.028291
591 0.117271 0.082492 0.085332 0.078254 0.083429 0.092623 0.097986 0.06882 0.114253 0.060952 0.051918 0.023057 0.025033 0.021638 0.027756 0.022965 0.027141 0.025544 0.022388 0.0282
592 0.11729 0.082565 0.085441 0.078188 0.083536 0.092663 0.098033 0.068877 0.114044 0.060865 0.051733 0.023019 0.024949 0.021522 0.02768 0.022851 0.027024 0.02541 0.022334 0.028119
593 0.117341 0.08268 0.08553 0.078128 0.083694 0.092666 0.098056 0.06906 0.113862 0.060765 0.051575 0.022988 0.024888 0.02143 0.027537 0.022732 0.026952 0.025339 0.022278 0.028125
594 0.117412 0.082846 0.085599 0.078094 0.083868 0.09269 0.097989 0.069247 0.113736 0.060785 0.051486 0.022957 0.024832 0.021376 0.027412 0.022619 0.02689 0.025227 0.022271 0.028106
595 0.117463 0.083002 0.085643 0.078086 0.084046 0.092636 0.097921 0.069421 0.113659 0.060756 0.051411 0.022927 0.02475 0.021351 0.027282 0.022502 0.026771 0.025103 0.0222 0.028036
596 0.117492 0.083171 0.085639 0.078034 0.084228 0.09262 0.097824 0.069675 0.113552 0.060786 0.051261 0.02288 0.024675 0.021312 0.027197 0.022393 0.026657 0.025035 0.022156 0.027993
597 0.117506 0.083336 0.085637 0.0779 0.0844 0.092604 0.097626 0.069812 0.113432 0.060853 0.051043 0.022836 0.02461 0.021264 0.027041 0.022285 0.026567 0.024938 0.022096 0.027995
598 0.117631 0.083487 0.085656 0.077795 0.084546 0.09259 0.097465 0.069865 0.11335 0.060904 0.050785 0.022802 0.024551 0.021277 0.026912 0.022167 0.026507 0.024764 0.022048 0.027956
599 0.117847 0.083711 0.085708 0.077675 0.084731 0.092642 0.097292 0.069948 0.113322 0.060954 0.050485 0.022735 0.024481 0.021201 0.026869 0.02206 0.026475 0.024669 0.021964 0.027926
600 0.118023 0.083844 0.085716 0.077602 0.084915 0.092704 0.097154 0.069894 0.113264 0.061057 0.050186 0.022686 0.024423 0.021135 0.026826 0.021969 0.026444 0.024531 0.021923 0.02786
601 0.117941 0.083993 0.08564 0.077408 0.085045 0.09278 0.096872 0.069718 0.113286 0.061042 0.04997 0.02258 0.024386 0.021025 0.026698 0.021894 0.026403 0.02438 0.021848 0.027817
602 0.117977 0.084081 0.085536 0.07722 0.084983 0.092774 0.096701 0.069545 0.113321 0.06097 0.049824 0.02239 0.02435 0.020973 0.026502 0.021825 0.026371 0.024236 0.021822 0.027732
603 0.118064 0.084068 0.085457 0.077048 0.084792 0.092779 0.096692 0.069238 0.113391 0.060799 0.049655 0.022213 0.024312 0.020897 0.026335 0.021774 0.026255 0.024081 0.021655 0.02758
604 0.118145 0.084064 0.08541 0.076848 0.084693 0.092736 0.096773 0.068893 0.113545 0.06062 0.049506 0.022062 0.024274 0.020809 0.026242 0.021733 0.026137 0.023917 0.021469 0.027418
605 0.118108 0.084065 0.085401 0.076732 0.084664 0.092633 0.096866 0.0686 0.113604 0.060441 0.049424 0.021912 0.024242 0.020744 0.026233 0.021689 0.02602 0.023804 0.021321 0.027192
606 0.118071 0.083956 0.085374 0.076604 0.08458 0.0925 0.097101 0.068452 0.113421 0.060219 0.049366 0.021728 0.024175 0.020645 0.026162 0.02162 0.025889 0.023703 0.021242 0.026982
607 0.118044 0.083809 0.085343 0.076374 0.084474 0.092328 0.097201 0.068134 0.113277 0.060025 0.049301 0.021553 0.024086 0.020511 0.026052 0.021519 0.025749 0.023582 0.02115 0.026859
608 0.118007 0.083804 0.085338 0.076135 0.084393 0.092183 0.097365 0.06787 0.113232 0.059825 0.049184 0.021428 0.023989 0.020413 0.02596 0.021462 0.025608 0.023435 0.020975 0.026695
609 0.11787 0.083766 0.085305 0.075922 0.084253 0.091985 0.097564 0.067748 0.113172 0.059471 0.049007 0.021288 0.023846 0.020268 0.025894 0.021351 0.02547 0.023307 0.020793 0.026529
610 0.117713 0.083678 0.085232 0.075945 0.084093 0.091696 0.097662 0.067551 0.113113 0.059229 0.04887 0.021151 0.023689 0.020106 0.02586 0.021185 0.025363 0.023207 0.020623 0.026341
611 0.117544 0.083578 0.085168 0.076089 0.083938 0.0913 0.097746 0.067216 0.112999 0.059018 0.048791 0.021084 0.023451 0.019968 0.025858 0.021043 0.025284 0.023098 0.020519 0.026197
612 0.117337 0.083456 0.085052 0.076298 0.083751 0.091124 0.097666 0.06686 0.112712 0.058821 0.048609 0.021003 0.023171 0.019793 0.025725 0.020865 0.025177 0.022976 0.020388 0.026015
613 0.117226 0.083419 0.085032 0.076336 0.083525 0.090952 0.097467 0.066592 0.112449 0.058655 0.04856 0.020988 0.022915 0.019661 0.025569 0.020672 0.025028 0.022856 0.020197 0.025858
614 0.117181 0.083378 0.08509 0.076459 0.083226 0.090745 0.097261 0.066581 0.112283 0.058468 0.048504 0.020991 0.022661 0.019548 0.025406 0.020534 0.024855 0.02274 0.019993 0.02568
615 0.117057 0.083321 0.085079 0.076491 0.08294 0.090505 0.097257 0.066538 0.111987 0.058231 0.048414 0.020937 0.022339 0.019389 0.025234 0.020405 0.024656 0.02261 0.019798 0.025454
616 0.11707 0.083258 0.085096 0.076514 0.082749 0.090334 0.097162 0.066499 0.111691 0.058142 0.048278 0.020811 0.02208 0.019238 0.02506 0.020252 0.024441 0.022523 0.019678 0.025231
617 0.117135 0.083208 0.08512 0.076522 0.082621 0.090206 0.096997 0.06647 0.111364 0.058134 0.0481 0.020696 0.021845 0.019133 0.024884 0.020082 0.024224 0.022415 0.019578 0.025055
618 0.117144 0.083104 0.085101 0.076501 0.082501 0.090061 0.096796 0.066494 0.11104 0.058048 0.047899 0.020593 0.021653 0.01904 0.024731 0.019937 0.02403 0.022266 0.019416 0.024879
619 0.117109 0.08306 0.085052 0.076423 0.082394 0.089905 0.096654 0.066467 0.110803 0.057921 0.047758 0.020499 0.021551 0.018914 0.024598 0.019796 0.023878 0.022117 0.019256 0.024757
620 0.117103 0.083043 0.085031 0.07634 0.08231 0.089768 0.096586 0.066361 0.110635 0.057823 0.047647 0.020421 0.021445 0.018783 0.024481 0.019653 0.023754 0.021985 0.019127 0.024659
621 0.11714 0.083033 0.085042 0.076284 0.082254 0.089661 0.096476 0.066283 0.110542 0.057709 0.047514 0.020368 0.021328 0.018684 0.024354 0.019527 0.023643 0.021877 0.019031 0.024515
622 0.117187 0.083029 0.085032 0.076206 0.082189 0.089604 0.096343 0.066309 0.11051 0.057621 0.047416 0.02034 0.021249 0.01857 0.024257 0.019444 0.023551 0.021783 0.018929 0.024408
623 0.117217 0.083042 0.085032 0.076174 0.082163 0.089527 0.096216 0.066343 0.110471 0.057552 0.047289 0.020324 0.021168 0.018508 0.024182 0.019388 0.023484 0.021696 0.018881 0.024364
624 0.117211 0.083027 0.085034 0.076101 0.082171 0.089442 0.096146 0.06638 0.110424 0.057551 0.04713 0.020308 0.021132 0.018458 0.024111 0.019343 0.023442 0.021631 0.018864 0.024362
625 0.117205 0.083037 0.085019 0.075984 0.082157 0.089379 0.096086 0.066415 0.11043 0.057535 0.046979 0.020279 0.021219 0.018406 0.024021 0.01927 0.02339 0.021567 0.018808 0.024278
626 0.117226 0.083029 0.085029 0.075894 0.082134 0.089288 0.096058 0.066472 0.110471 0.057539 0.046863 0.020275 0.021234 0.018363 0.023982 0.019242 0.023313 0.021486 0.01873 0.024225
627 0.117286 0.083028 0.085023 0.075788 0.082117 0.089204 0.096021 0.066514 0.110515 0.057544 0.046767 0.020261 0.021271 0.018322 0.023977 0.019215 0.023263 0.021427 0.018676 0.024186
628 0.117323 0.083043 0.084992 0.075691 0.08211 0.089187 0.096016 0.066468 0.110568 0.057538 0.046669 0.020202 0.021306 0.018311 0.023948 0.019182 0.023318 0.021388 0.018681 0.024145
629 0.11727 0.083015 0.084988 0.075606 0.082076 0.089206 0.096028 0.066417 0.11059 0.057481 0.046592 0.020166 0.021271 0.018283 0.023868 0.019126 0.02328 0.021318 0.018649 0.024098
630 0.117213 0.082975 0.084973 0.075519 0.082042 0.089202 0.096045 0.066371 0.110609 0.057428 0.04652 0.020149 0.021245 0.018238 0.023832 0.019045 0.023199 0.021223 0.018586 0.024047
631 0.117221 0.082959 0.084924 0.075429 0.08203 0.089177 0.096064 0.06633 0.110554 0.05734 0.046436 0.02014 0.021257 0.018191 0.023787 0.018962 0.023136 0.021164 0.018533 0.023988
632 0.117243 0.082954 0.084909 0.075328 0.082021 0.089135 0.096049 0.066325 0.110525 0.057271 0.04634 0.020127 0.021228 0.018123 0.02375 0.018985 0.023116 0.021113 0.018519 0.023951
633 0.117263 0.08293 0.084867 0.075171 0.08197 0.089086 0.095988 0.066264 0.110452 0.057154 0.046174 0.020058 0.021125 0.018043 0.023652 0.018945 0.023027 0.021023 0.018462 0.023855
634 0.117278 0.082935 0.084829 0.074996 0.081897 0.089031 0.095898 0.06615 0.110335 0.057009 0.045971 0.019951 0.020998 0.017923 0.023526 0.018819 0.022876 0.020894 0.018363 0.023713
635 0.117329 0.082996 0.084894 0.074885 0.081857 0.088955 0.095853 0.06608 0.110247 0.056896 0.045829 0.019872 0.020915 0.017811 0.02339 0.018683 0.022747 0.020692 0.018228 0.023587
636 0.117351 0.083057 0.084938 0.07474 0.081825 0.088861 0.095797 0.065946 0.110135 0.056755 0.045651 0.019787 0.020777 0.017667 0.023235 0.018529 0.022584 0.020511 0.018091 0.023408
637 0.117345 0.083132 0.084959 0.074569 0.081791 0.088764 0.095701 0.065769 0.109964 0.056576 0.045402 0.019663 0.020585 0.017478 0.023019 0.018356 0.022363 0.020309 0.01793 0.023187
638 0.117361 0.083237 0.084986 0.074396 0.081754 0.088673 0.095559 0.065592 0.109725 0.05637 0.04507 0.019483 0.020372 0.017247 0.022745 0.018187 0.022077 0.02006 0.017777 0.022962
639 0.117416 0.083356 0.085086 0.074225 0.081718 0.088573 0.095486 0.065361 0.109545 0.056144 0.044758 0.019298 0.020159 0.017014 0.022497 0.017994 0.021825 0.019783 0.017575 0.022732
640 0.117492 0.083508 0.085203 0.074057 0.081684 0.088445 0.095412 0.065149 0.109388 0.055919 0.044454 0.019136 0.019944 0.016779 0.022232 0.01776 0.021528 0.019491 0.017353 0.022432
641 0.117571 0.083694 0.085279 0.073838 0.081612 0.088285 0.09533 0.064931 0.109195 0.055703 0.04413 0.018994 0.019719 0.016522 0.021929 0.017515 0.021159 0.019228 0.017112 0.022105
642 0.117645 0.083862 0.085342 0.073606 0.081529 0.088106 0.09522 0.064688 0.108963 0.05545 0.043746 0.0188 0.019452 0.016217 0.021664 0.017312 0.020865 0.01897 0.016916 0.021806
643 0.117692 0.08401 0.085424 0.073363 0.081451 0.087932 0.095117 0.06445 0.108696 0.055174 0.043363 0.018588 0.019195 0.015928 0.021399 0.017089 0.020556 0.018698 0.016704 0.021504
644 0.117721 0.084134 0.085512 0.073121 0.081365 0.087755 0.094993 0.06421 0.108411 0.054912 0.042989 0.018381 0.018954 0.015664 0.021104 0.016842 0.020222 0.018384 0.016478 0.021194
645 0.117763 0.084232 0.085538 0.072868 0.081262 0.087575 0.094856 0.064031 0.108136 0.054655 0.042612 0.0182 0.01871 0.015381 0.020766 0.016641 0.019912 0.018117 0.016291 0.020886
646 0.117791 0.08433 0.085544 0.072607 0.081143 0.08741 0.0947 0.063857 0.107909 0.054392 0.042282 0.018043 0.018507 0.015091 0.020516 0.016448 0.019619 0.017876 0.016089 0.020602
647 0.117786 0.084406 0.085524 0.07236 0.081044 0.087237 0.094547 0.06366 0.107701 0.054145 0.041989 0.017908 0.018319 0.014877 0.020273 0.01623 0.019348 0.017652 0.01587 0.020326
648 0.117721 0.084423 0.085455 0.07212 0.08096 0.087036 0.094393 0.063461 0.107497 0.053929 0.041712 0.01779 0.018104 0.014676 0.020052 0.016021 0.019089 0.017449 0.01566 0.020068
649 0.117588 0.084375 0.085325 0.071891 0.080787 0.086776 0.094203 0.06321 0.107183 0.053677 0.041421 0.017661 0.01794 0.014475 0.019829 0.015866 0.018842 0.017277 0.015532 0.019843
650 0.117437 0.084271 0.085177 0.0717 0.080597 0.086505 0.094012 0.062987 0.106894 0.053455 0.041161 0.017536 0.017816 0.014319 0.019675 0.015734 0.018656 0.017128 0.015423 0.019665
651 0.117287 0.084129 0.085028 0.07155 0.080435 0.086252 0.093853 0.062811 0.106697 0.053287 0.040951 0.017433 0.017713 0.014227 0.019594 0.015615 0.018525 0.016988 0.015292 0.019517
652 0.117029 0.083905 0.084818 0.071374 0.080194 0.086025 0.093711 0.062554 0.106408 0.053118 0.040778 0.017363 0.017626 0.01412 0.019475 0.015516 0.018403 0.016892 0.015198 0.019375
653 0.116798 0.083635 0.084553 0.071208 0.079969 0.085779 0.093537 0.062337 0.106141 0.052974 0.040597 0.017291 0.017549 0.014024 0.019361 0.015407 0.018293 0.016833 0.015143 0.019247
654 0.116562 0.083316 0.084234 0.071064 0.079758 0.085476 0.09331 0.062159 0.10591 0.052807 0.040384 0.017211 0.017469 0.013927 0.019256 0.01531 0.018212 0.016781 0.015077 0.019134
655 0.116285 0.082932 0.083871 0.070919 0.07944 0.08506 0.093025 0.061886 0.105633 0.052639 0.04015 0.017104 0.017351 0.013815 0.019122 0.015237 0.018074 0.016688 0.014968 0.019028
656 0.115879 0.082454 0.083415 0.070707 0.079037 0.084585 0.092678 0.061552 0.10521 0.052384 0.039845 0.016985 0.017227 0.013658 0.018916 0.015111 0.017927 0.016557 0.014853 0.018869
657 0.115403 0.08195 0.082905 0.07046 0.078605 0.084066 0.092308 0.06118 0.104748 0.052073 0.039497 0.016864 0.017079 0.013467 0.018705 0.014954 0.01775 0.016405 0.014716 0.018668
