"","id","index","value","biomass","weight_per_m2"
"87","H_23","mND_B5B6",0.428403031950093,"A_per_m2",43.346732945206
"88","H_23","mND_B5B6",0.428403031950093,"B_per_m2",16.6369967178728
"89","H_24","ndvi",0.385432373984998,"A_per_m2",64.4542151757045
"90","H_24","ndvi",0.385432373984998,"B_per_m2",21.6167780483925
"91","H_24","mND_B5B6",0.297340196242572,"A_per_m2",64.4542151757045
"92","H_24","mND_B5B6",0.297340196242572,"B_per_m2",21.6167780483925
"93","H_25","ndvi",0.561602976306253,"A_per_m2",106.329649091439
"94","H_25","ndvi",0.561602976306253,"B_per_m2",66.8875174167539
"95","H_25","mND_B5B6",0.3650397724514,"A_per_m2",106.329649091439
"96","H_25","mND_B5B6",0.3650397724514,"B_per_m2",66.8875174167539
"97","H_26","ndvi",0.3249692049391,"A_per_m2",20.6547748368149
"98","H_26","ndvi",0.3249692049391,"B_per_m2",7.24331829893781
"99","H_26","mND_B5B6",0.241482732352758,"A_per_m2",20.6547748368149
"100","H_26","mND_B5B6",0.241482732352758,"B_per_m2",7.24331829893781
"101","H_27","ndvi",0.387974664010413,"A_per_m2",72.9990672314827
"102","H_27","ndvi",0.387974664010413,"B_per_m2",52.8535882125619
"103","H_27","mND_B5B6",0.2747130754178,"A_per_m2",72.9990672314827
"104","H_27","mND_B5B6",0.2747130754178,"B_per_m2",52.8535882125619
"105","H_28","ndvi",0.31820722831726,"A_per_m2",43.4599097936269
"106","H_28","ndvi",0.31820722831726,"B_per_m2",44.5350898536255
"107","H_28","mND_B5B6",0.246228582964518,"A_per_m2",43.4599097936269
"108","H_28","mND_B5B6",0.246228582964518,"B_per_m2",44.5350898536255
"109","H_29","ndvi",0.421351201371855,"A_per_m2",57.9465463915025
"110","H_29","ndvi",0.421351201371855,"B_per_m2",35.4809419799532
"111","H_29","mND_B5B6",0.285794055582357,"A_per_m2",57.9465463915025
"112","H_29","mND_B5B6",0.285794055582357,"B_per_m2",35.4809419799532
"113","H_30","ndvi",0.438467035156262,"A_per_m2",68.8681122641197
