Wavelength	AVEI200068.asd
325	 4.05004422090813E-02 
326	 4.28613924080918E-02 
327	 4.45216197414028E-02 
328	 3.98311280274745E-02 
329	 3.37571753004932E-02 
330	 2.95112310482149E-02 
331	 3.15807979433242E-02 
332	 3.36632969623254E-02 
333	 3.01641508175205E-02 
334	 3.24488882672844E-02 
335	 0.037495453341107 
336	 3.38870443734094E-02 
337	 3.13860361006523E-02 
338	 3.21878155015681E-02 
339	 3.14285983241689E-02 
340	 0.030753908504881 
341	 3.15495882547141E-02 
342	 3.19407317585295E-02 
343	 3.18859935533047E-02 
344	 3.21091458312748E-02 
345	 3.03853258209315E-02 
346	 2.72961024168217E-02 
347	 2.71401016998854E-02 
348	 2.71802588076284E-02 
349	 2.58771215029204E-02 
350	 2.74362847518923E-02 
351	 2.98468522085055E-02 
352	 2.92831619894539E-02 
353	 2.92378491027371E-02 
354	 2.98412824124726E-02 
355	 2.81593646687084E-02 
356	 0.027346981167769 
357	 2.89859474698665E-02 
358	 2.95404084413923E-02 
359	 2.93209473475038E-02 
360	 2.95170688840712E-02 
361	 2.80293937198083E-02 
362	 2.57523568482386E-02 
363	 2.71578197946219E-02 
364	 2.88791896591563E-02 
365	 2.90050659083924E-02 
366	 2.83414309745533E-02 
367	 2.71932667435851E-02 
368	 0.02582569372518 
369	 2.59109870468265E-02 
370	 2.71543022311101E-02 
371	 2.72364323030834E-02 
372	 2.72262564103792E-02 
373	 2.75390761919236E-02 
374	 2.70321601046336E-02 
375	 2.63904148867228E-02 
376	 2.66734438793003E-02 
377	 2.65869465098432E-02 
378	 2.60518590103275E-02 
379	 2.57970320626658E-02 
380	 0.025887997734893 
381	 0.026333696430003 
382	 2.69583591598286E-02 
383	 0.027279249525989 
384	 2.67328493358305E-02 
385	 2.67479353885962E-02 
386	 2.74306317502461E-02 
387	 2.80911821023949E-02 
388	 0.027740971735105 
389	 2.64026140855285E-02 
390	 2.70836051599864E-02 
391	 2.83202330522735E-02 
392	 2.81459377837809E-02 
393	 2.66433040946375E-02 
394	 2.50039100455424E-02 
395	 2.65930236584983E-02 
396	 2.73688736810321E-02 
397	 2.60739787947792E-02 
398	 2.62380670044776E-02 
399	 0.026608683870211 
400	 2.56698630498168E-02 
401	 2.59128738759998E-02 
402	 2.68877711411506E-02 
403	 2.63711335214298E-02 
404	 2.60262253381527E-02 
405	 2.64092579665035E-02 
406	 2.65856014853135E-02 
407	 2.65462498794656E-02 
408	 2.63861350121897E-02 
409	 0.025988129999081 
410	 2.55495305541595E-02 
411	 2.56245963086399E-02 
412	 2.58411150478317E-02 
413	 2.60213109991749E-02 
