Wavelength	AVE00027.asd
325	 5.06424930147926E-02 
326	 5.73672174411825E-02 
327	 0.065429090834902 
328	 0.058576909345569 
329	 5.96278335822491E-02 
330	 7.26417402381565E-02 
331	 7.36956332340479E-02 
332	 6.78692339156459E-02 
333	 6.17196401753055E-02 
334	 6.59176486125582E-02 
335	 7.43899609377385E-02 
336	 6.93536875943152E-02 
337	 6.39049534889159E-02 
338	 6.22133851480735E-02 
339	 0.063554733474368 
340	 6.29655521995288E-02 
341	 0.057372785073248 
342	 5.69968198283181E-02 
343	 6.06609332565543E-02 
344	 6.35538324696419E-02 
345	 0.063807105026791 
346	 6.18392254205511E-02 
347	 6.18661968979063E-02 
348	 6.14567128631322E-02 
349	 5.93229686710193E-02 
350	 0.059700594630335 
351	 6.04880576854097E-02 
352	 5.75244781776144E-02 
353	 5.66559719593257E-02 
354	 5.87090974105115E-02 
355	 6.13890235269168E-02 
356	 6.19902445826639E-02 
357	 5.94542127557766E-02 
358	 5.89288248552594E-02 
359	 6.07816781150993E-02 
360	 6.45927900608632E-02 
361	 6.39072415868833E-02 
362	 0.059545822738418 
363	 5.94899585660341E-02 
364	 6.00046085009778E-02 
365	 5.93124227187611E-02 
366	 5.93963592919798E-02 
367	 0.0604554675371 
368	 6.25364330763444E-02 
369	 6.25496488762096E-02 
370	 6.05519630969597E-02 
371	 5.91346325045313E-02 
372	 5.95393048685257E-02 
373	 6.19452045823871E-02 
374	 6.23042613499845E-02 
375	 6.11580751060298E-02 
376	 0.059915718407151 
377	 5.99205451070193E-02 
378	 6.07917049623771E-02 
379	 6.00544418107312E-02 
380	 5.95377583092535E-02 
381	 5.99813886855835E-02 
382	 5.96073122712965E-02 
383	 5.93807423628896E-02 
384	 6.07571386069556E-02 
385	 6.18564736998663E-02 
386	 6.18018464643819E-02 
387	 5.92095125308481E-02 
388	 5.88636502615011E-02 
389	 6.20831149689934E-02 
390	 6.35501920945095E-02 
391	 6.31785943438033E-02 
392	 6.15358985835976E-02 
393	 6.13008768718114E-02 
394	 6.25217437493868E-02 
395	 0.063820331678722 
396	 0.062733862867561 
397	 5.93589880096644E-02 
398	 5.94007046377572E-02 
399	 6.03072630454307E-02 
400	 5.92143314858787E-02 
401	 5.85594081564933E-02 
402	 0.058625257396552 
403	 0.0591038126784 
404	 5.94063123569401E-02 
405	 5.94281679825378E-02 
406	 6.03051443346283E-02 
407	 6.14183750332319E-02 
408	 6.19066405657036E-02 
409	 0.061653121070137 
410	 6.10244153776226E-02 
411	 6.11415477045328E-02 
412	 6.10946411483677E-02 
413	 6.05427449694554E-02 
414	 6.01533399918099E-02 
415	 5.99953793442545E-02 
416	 6.00573922475168E-02 
417	 6.03893681548584E-02 
418	 6.07190364455756E-02 
419	 6.01129146485111E-02 
420	 6.00789804163769E-02 
421	 0.06119966464762 
422	 6.13433846085153E-02 
423	 6.11338522785451E-02 
424	 6.18530909104003E-02 
425	 6.15906822961654E-02 
426	 6.05948524691633E-02 
427	 6.16432554598969E-02 
428	 6.22522312709763E-02 
429	 6.11059773121631E-02 
430	 6.16868075786686E-02 
431	 6.27747901400958E-02 
432	 6.16336526279206E-02 
433	 6.08676642337742E-02 
434	 0.060956023813594 
435	 6.10194811741707E-02 
436	 6.09239810676281E-02 
437	 6.06558219343588E-02 
438	 6.08853629192528E-02 
439	 6.15614907207476E-02 
440	 6.25002444890936E-02 
441	 6.26127388163979E-02 
442	 6.18369281620824E-02 
443	 0.061328437625295 
444	 6.16675187757017E-02 
445	 6.31006440888971E-02 
446	 6.32979919734366E-02 
447	 0.062608093934702 
448	 6.27260557086398E-02 
449	 6.28364096692982E-02 
450	 6.27796149696696E-02 
451	 6.29740800668226E-02 
452	 6.31542404388986E-02 
453	 6.30524311513656E-02 
454	 6.30397586572556E-02 
455	 6.31555879386233E-02 
456	 6.33066590395134E-02 
457	 6.33802290576688E-02 
458	 6.33697704169649E-02 
459	 0.063548181062386 
460	 6.38604606440572E-02 
461	 6.42010535643163E-02 
462	 6.40536189636301E-02 
463	 6.36009853036475E-02 
464	 6.37331391793924E-02 
465	 6.41407902240953E-02 
466	 6.45804686268729E-02 
467	 0.064544368427302 
468	 6.42249171783554E-02 
469	 6.39942105319449E-02 
470	 6.40594252449932E-02 
471	 6.43247123462073E-02 
472	 6.41801612825408E-02 
473	 6.41655339438654E-02 
474	 6.45420077358854E-02 
475	 6.44270464276766E-02 
