Wavelength	AVEI200040.asd
325	 2.50817862292065E-02 
326	 2.24344200107291E-02 
327	 2.29512195869433E-02 
328	 2.34920623955919E-02 
329	 2.32623726651877E-02 
330	 2.22621073069998E-02 
331	 2.24996557755151E-02 
332	 2.28356270888476E-02 
333	 2.23134114478738E-02 
334	 2.72392281879304E-02 
335	 3.30471047839083E-02 
336	 2.63979716302662E-02 
337	 2.32296576985515E-02 
338	 0.026731718767712 
339	 2.68084856581374E-02 
340	 2.62976075263984E-02 
341	 2.75078249757763E-02 
342	 2.46624783634041E-02 
343	 2.07455006976299E-02 
344	 2.29288262702143E-02 
345	 2.40164917439578E-02 
346	 2.30731503434154E-02 
347	 2.48191520714669E-02 
348	 2.51746172752295E-02 
349	 2.21689676302281E-02 
350	 2.43438766850397E-02 
351	 2.78356422312904E-02 
352	 2.50105328561909E-02 
353	 2.32386647963012E-02 
354	 2.35416022711801E-02 
355	 0.022395876902862 
356	 2.19861157404046E-02 
357	 2.33843834494781E-02 
358	 2.41272111032021E-02 
359	 2.42025276687305E-02 
360	 2.41136119614601E-02 
361	 2.31348910139555E-02 
362	 2.19602890167451E-02 
363	 2.33591347859212E-02 
364	 2.45688553759893E-02 
365	 0.024068841117036 
366	 2.26168456001006E-02 
367	 2.12104199863681E-02 
368	 2.09941761367786E-02 
369	 2.15317520791656E-02 
370	 2.24894700706588E-02 
371	 2.32443082902871E-02 
372	 2.38625903577683E-02 
373	 2.41980111164496E-02 
374	 2.32491277579726E-02 
375	 2.18860871223289E-02 
376	 2.14023954089876E-02 
377	 2.18338259090113E-02 
378	 0.022758494774396 
379	 2.28272492586484E-02 
380	 2.25896418933985E-02 
381	 2.22868378123555E-02 
382	 2.14958316405264E-02 
383	 2.09903623509503E-02 
384	 2.17754848503169E-02 
385	 2.24583473091699E-02 
386	 2.27840019032679E-02 
387	 2.33519657408559E-02 
388	 2.28936721970355E-02 
389	 0.021334835965515 
390	 2.16467213546818E-02 
391	 2.27426719032674E-02 
392	 2.30658066436208E-02 
393	 2.26218318417689E-02 
394	 0.021743360187019 
395	 2.12869879929381E-02 
396	 2.14726422956191E-02 
397	 2.22598484955634E-02 
398	 2.29968439379415E-02 
399	 2.31822474494713E-02 
400	 2.24714883566822E-02 
401	 2.18575196599869E-02 
402	 2.16140173496351E-02 
403	 2.18631926406442E-02 
404	 2.21864936414956E-02 
405	 2.24136944948358E-02 
406	 2.27458088042756E-02 
407	 2.29607422361608E-02 
408	 2.27830890665874E-02 
409	 2.22325743267649E-02 
410	 2.16586686588009E-02 
411	 2.20152335649614E-02 
412	 2.21905673767001E-02 
413	 2.18075718205805E-02 
414	 2.21366547266826E-02 
415	 2.25876636332803E-02 
416	 2.22692983617423E-02 
417	 2.20355091431947E-02 
418	 2.20760355762049E-02 
419	 2.23527251201784E-02 
420	 2.25266259871637E-02 
421	 2.23986289279985E-02 
422	 2.19802920829302E-02 
423	 2.17019218239564E-02 
424	 2.21644847131374E-02 
425	 2.24664552905259E-02 
426	 2.23997718727557E-02 
427	 2.21280812825546E-02 
428	 2.19328031485224E-02 
429	 2.19951171536868E-02 
430	 2.20793618505542E-02 
431	 2.22279831311912E-02 
432	 2.25813435694215E-02 
433	 2.26224179735345E-02 
434	 2.23404090153796E-02 
435	 2.22040173066292E-02 
436	 2.22872529582499E-02 
437	 2.25825775242831E-02 
438	 2.26329980836078E-02 
439	 2.24647670449875E-02 
440	 2.22344282416109E-02 
441	 2.21692390156686E-02 
442	 2.23274346411431E-02 
443	 0.022597535313449 
444	 2.27422353793838E-02 
445	 2.25937498846532E-02 
446	 2.24302751246555E-02 
447	 2.23609614108685E-02 
448	 2.25160408419496E-02 
449	 2.26239997067861E-02 
450	 2.26075956106153E-02 
451	 0.02258597484256 
452	 2.27034081865407E-02 
453	 2.30705888518389E-02 
454	 2.32301781365733E-02 
455	 2.31379577264338E-02 
456	 0.022931246224583 
457	 2.27824338284247E-02 
458	 2.28166151158418E-02 
459	 0.023184891277553 
460	 2.35179256739409E-02 
461	 2.33814983219815E-02 
462	 2.32293791781691E-02 
463	 2.31201769327657E-02 
464	 2.28312272188714E-02 
465	 2.28012766101339E-02 
466	 0.023169748936419 
467	 2.31878565548434E-02 
468	 0.02298100181974 
469	 2.28583995570292E-02 
470	 2.30873787097955E-02 
471	 2.35133211661593E-02 
472	 0.023303670478208 
473	 0.023101700639647 
474	 2.33151852420458E-02 
475	 2.36805933967668E-02 
476	 2.39654349783449E-02 
477	 2.38413272118143E-02 
478	 2.36511644261888E-02 
479	 0.023527946949155 
480	 2.35154004728448E-02 
481	 2.35537996983184E-02 
482	 2.35924723600996E-02 
483	 2.36534025917181E-02 
484	 2.37333565439544E-02 
485	 0.023810852764674 
486	 2.39566210157647E-02 
487	 2.41854725024221E-02 
488	 2.44769179165447E-02 
489	 2.45807281420113E-02 
490	 2.42808145682885E-02 
491	 2.41351149583539E-02 
492	 2.42092506051129E-02 
493	 2.43791330432975E-02 
494	 2.43790748111846E-02 
495	 2.41317265361898E-02 
496	 2.39765133424235E-02 
497	 2.40310329033747E-02 
498	 2.43959688504645E-02 
499	 2.44125337812207E-02 
500	 2.42011546838536E-02 
501	 2.48353880407332E-02 
502	 2.52338374365677E-02 
503	 2.48351459756969E-02 
504	 0.024802716741175 
505	 2.49400952593133E-02 
506	 2.46447502378852E-02 
507	 0.024561327364569 
508	 2.48133062554814E-02 
509	 2.51304105237317E-02 
510	 2.53741135921871E-02 
511	 2.54628933986612E-02 
512	 2.57784477046138E-02 
513	 2.61293007329757E-02 
514	 2.59137776268458E-02 
515	 0.025689727066288 
516	 2.57201037843188E-02 
517	 2.61978814127339E-02 
518	 2.66656108331713E-02 
519	 2.66279649263209E-02 
520	 2.64952295550018E-02 
521	 2.64738222833651E-02 
522	 2.68772417671044E-02 
523	 2.71840968056414E-02 
524	 2.71877613584121E-02 
525	 2.72817996049052E-02 
526	 2.74142381405441E-02 
527	 2.74493038913396E-02 
528	 2.75788983770588E-02 
529	 2.78388807113782E-02 
530	 2.82196978285098E-02 
531	 2.84138859312719E-02 
532	 2.82787527448822E-02 
533	 2.85248759792279E-02 
534	 2.89347614914134E-02 
535	 2.88837283108938E-02 
536	 2.87308270593756E-02 
537	 2.86441445881057E-02 
538	 2.88309297780656E-02 
539	 0.029094125009064 
540	 0.029238244921959 
541	 2.94645952801661E-02 
542	 2.97147207235959E-02 
543	 2.97535002902803E-02 
544	 2.97152783309968E-02 
545	 2.97228168063439E-02 
546	 3.01682515358013E-02 
547	 3.05378550382023E-02 
548	 3.01300274890078E-02 
549	 2.99923379904097E-02 
550	 3.02275227412937E-02 
551	 3.01897865682899E-02 
552	 0.030256534556776 
553	 3.06063970886295E-02 
554	 3.06519823101299E-02 
555	 3.05384120773907E-02 
556	 3.06813371268524E-02 
557	 3.09258007112674E-02 
558	 3.11272432735591E-02 
559	 3.08692899105981E-02 
560	 3.04952472902829E-02 
561	 3.03712544743078E-02 
562	 3.08339918671079E-02 
563	 0.031508414564888 
564	 3.12520764358835E-02 
565	 3.10646302496674E-02 
566	 0.031305689331728 
567	 0.031520103257367 
568	 3.15901396874224E-02 
569	 3.14209233865252E-02 
570	 3.11507298743505E-02 
571	 3.09235443257117E-02 
572	 3.10408662279772E-02 
573	 3.11907669771936E-02 
574	 3.12070865920314E-02 
575	 3.14561274621539E-02 
576	 0.031734663706931 
577	 3.15985342959486E-02 
578	 3.13745560566714E-02 
579	 3.12164558364866E-02 
580	 0.031250352462346 
581	 3.14365488604542E-02 
582	 3.17148292999914E-02 
583	 3.18964067649921E-02 
584	 3.19551024943922E-02 
585	 3.19445286068104E-02 
586	 3.18555095006298E-02 
587	 3.17296250622507E-02 
588	 0.031801496901304 
589	 3.18886580541713E-02 
590	 3.17252339389137E-02 
591	 3.15870276291703E-02 
592	 3.15909964691297E-02 
593	 3.18639789990782E-02 
594	 3.21459921649424E-02 
595	 3.22560752199739E-02 
596	 0.032108259384995 
597	 3.19274886023217E-02 
598	 3.21250417152191E-02 
599	 3.22570213529727E-02 
600	 3.22456690384729E-02 
601	 3.23893907250786E-02 
602	 3.25231261441838E-02 
603	 3.25090336965038E-02 
604	 3.26759391049051E-02 
605	 0.032836797343766 
606	 3.22816460418081E-02 
607	 3.21636797584852E-02 
608	 3.27862606448024E-02 
609	 3.28845183464261E-02 
610	 3.26885188679339E-02 
611	 3.26365539662693E-02 
612	 3.28411692970565E-02 
613	 3.31792728735092E-02 
614	 3.31362804092589E-02 
615	 3.29267533422458E-02 
616	 3.27273455738526E-02 
617	 3.28265978237317E-02 
618	 3.30239219594941E-02 
619	 3.28785999374563E-02 
620	 3.29989538063708E-02 
621	 3.33956809684736E-02 
622	 3.33074840453911E-02 
623	 3.31187335231532E-02 
624	 3.31896144925843E-02 
625	 3.32381817494753E-02 
626	 3.32844657718823E-02 
627	 3.35479848174217E-02 
628	 3.35966916317726E-02 
629	 3.33615025417935E-02 
630	 3.35937110054709E-02 
631	 3.38809466479309E-02 
632	 3.36430006466152E-02 
633	 3.37417423284011E-02 
634	 3.41882212312821E-02 
635	 3.43557109734852E-02 
636	 3.43671020594843E-02 
637	 3.42917480575801E-02 
638	 3.40967075094265E-02 
639	 3.39926334128697E-02 
640	 3.43565206908312E-02 
641	 3.45834774363213E-02 
642	 3.45366168745249E-02 
643	 3.45996353672904E-02 
644	 3.45246029773664E-02 
645	 3.41197309069677E-02 
646	 3.39398794127249E-02 
647	 3.40682708211777E-02 
648	 0.034440791373402 
649	 3.47300703504758E-02 
650	 3.47800917639562E-02 
651	 3.47526688559091E-02 
652	 3.45635804668885E-02 
653	 3.41028522548004E-02 
654	 3.38566142777657E-02 
655	 3.39737016777051E-02 
656	 3.45590478264758E-02 
657	 3.48004516307296E-02 
658	 3.43108211168035E-02 
659	 3.41385544530929E-02 
660	 0.034205181147767 
661	 3.41952625016197E-02 
662	 3.40390196584695E-02 
663	 3.37891028259035E-02 
664	 3.38083227291408E-02 
665	 3.38280983641249E-02 
666	 3.36397681270467E-02 
667	 3.36712576937852E-02 
668	 3.38132053812282E-02 
669	 0.033593546961754 
670	 3.34949694729713E-02 
671	 3.36624422000226E-02 
672	 3.38575119931897E-02 
673	 3.39361990633877E-02 
674	 3.37703906447891E-02 
675	 3.38059749907881E-02 
676	 3.40873765977288E-02 
677	 3.43856215922508E-02 
678	 3.48019459576169E-02 
679	 3.53033754277373E-02 
680	 3.53129520186839E-02 
681	 3.51841394895299E-02 
682	 0.035586825424911 
683	 3.58000669832837E-02 
684	 3.57968969947234E-02 
685	 3.62736756382827E-02 
686	 3.70591071294979E-02 
687	 3.79302008525346E-02 
688	 3.80536467597562E-02 
689	 3.79259782372698E-02 
690	 3.90683851838908E-02 
691	 3.99969827525109E-02 
692	 4.04384399154213E-02 
693	 4.13664806543255E-02 
694	 4.24510138511658E-02 
