Wavelength	AVE00024.asd
325	 0.053516913696432 
326	 6.51962811182264E-02 
327	 6.49834690421709E-02 
328	 0.057386790925027 
329	 5.88308327009519E-02 
330	 7.05286250391936E-02 
331	 6.41809997300332E-02 
332	 5.60580812395614E-02 
333	 6.25387358224586E-02 
334	 6.27980688805083E-02 
335	 5.91025560607566E-02 
336	 6.54866081594526E-02 
337	 7.02598754078426E-02 
338	 6.99082528928757E-02 
339	 6.66375767248186E-02 
340	 6.31018521199315E-02 
341	 6.13873571975165E-02 
342	 6.03023119641801E-02 
343	 6.02118500118648E-02 
344	 6.24400386430029E-02 
345	 6.24748571959524E-02 
346	 6.04057522233885E-02 
347	 6.20154699712469E-02 
348	 6.19972902955815E-02 
349	 5.74753350652777E-02 
350	 5.57388640772597E-02 
351	 5.66677887102199E-02 
352	 0.058594060069436 
353	 6.02631811034435E-02 
354	 6.11753607238629E-02 
355	 6.14068345350223E-02 
356	 6.12382814429186E-02 
357	 6.09358149397625E-02 
358	 6.07001856121009E-02 
359	 6.13404275179688E-02 
360	 6.40594220522667E-02 
361	 6.31586497282827E-02 
362	 5.94669690001427E-02 
363	 6.02690718165782E-02 
364	 6.11633118705318E-02 
365	 6.00550051494693E-02 
366	 5.93799657757277E-02 
367	 5.98793211092211E-02 
368	 6.21871274939302E-02 
369	 6.43582555370855E-02 
370	 6.52461106146951E-02 
371	 6.26756443755799E-02 
372	 6.12039829162482E-02 
373	 6.29524739481129E-02 
374	 6.31663168170603E-02 
375	 6.20683194729513E-02 
376	 6.07047659444272E-02 
377	 6.05273910052232E-02 
378	 6.14981938883511E-02 
379	 6.22503580864152E-02 
380	 6.28104885661426E-02 
381	 0.062982534251352 
382	 6.17124357582869E-02 
383	 6.07027647829372E-02 
384	 6.22643422949038E-02 
385	 6.38823902665465E-02 
386	 6.45820159463432E-02 
387	 0.06365187811043 
388	 6.28726527392266E-02 
389	 6.28870353554882E-02 
390	 6.21903407424544E-02 
391	 6.16195665144093E-02 
392	 6.22506234021484E-02 
393	 6.24812842016743E-02 
394	 6.25673002900571E-02 
395	 6.45418183242259E-02 
396	 6.48488714298119E-02 
397	 6.27428045942775E-02 
398	 6.23491369125664E-02 
399	 6.19848443572313E-02 
400	 5.97581126368793E-02 
401	 5.92503529387116E-02 
402	 6.02576560824182E-02 
403	 6.09399730170889E-02 
404	 6.04094784181528E-02 
405	 0.05892206567294 
406	 6.09781510867231E-02 
407	 6.33545402180014E-02 
408	 6.17518409918903E-02 
409	 6.06233835657928E-02 
410	 6.07519209656004E-02 
411	 0.061535038719176 
412	 6.14144083015948E-02 
413	 6.00689026962405E-02 
414	 6.06540839807477E-02 
415	 6.17664658077295E-02 
416	 6.12392420161894E-02 
417	 6.14447887389355E-02 
418	 0.062300439200595 
419	 6.18061482354326E-02 
420	 6.13358459992281E-02 
421	 6.15889983622326E-02 
422	 6.18922111057608E-02 
423	 6.20374099473514E-02 
424	 6.18327488008783E-02 
425	 0.061889102095125 
426	 6.23594324813387E-02 
427	 6.33008823046804E-02 
428	 6.34888544392779E-02 
429	 0.062367961123898 
430	 6.24133435917415E-02 
431	 0.063001425629013 
432	 6.25127877034886E-02 
433	 6.26796283936367E-02 
434	 6.34155430554086E-02 
435	 6.28531864512478E-02 
436	 6.20917252228251E-02 
437	 6.19250383357234E-02 
438	 6.22690898278177E-02 
439	 6.28963108183389E-02 
440	 6.34549540254559E-02 
441	 6.36094147261254E-02 
442	 6.33433122336198E-02 
443	 0.063035526028293 
444	 6.31748842972505E-02 
445	 0.064037986880347 
446	 6.42581614980624E-02 
447	 6.39635946168474E-02 
448	 0.063985481460795 
449	 0.063953175493661 
450	 6.38251532843701E-02 
451	 6.38861125315152E-02 
452	 6.40120258842071E-02 
453	 0.06407579285838 
454	 6.43677818222699E-02 
455	 6.47201478970068E-02 
456	 6.44660393471378E-02 
457	 6.45983254194407E-02 
458	 0.065355710985866 
459	 6.56475239986293E-02 
460	 6.54166858402182E-02 
461	 6.47374124446031E-02 
462	 6.44248478032333E-02 
463	 6.46113994622534E-02 
464	 6.50153187014483E-02 
465	 6.53683924788008E-02 
466	 6.54884639369796E-02 
467	 6.54211973985245E-02 
468	 6.51677052081561E-02 
469	 6.47152613405535E-02 
470	 6.49668378931573E-02 
471	 6.57190264432478E-02 
472	 6.53310853023878E-02 
473	 6.51941433437553E-02 
474	 6.59777807784503E-02 
475	 6.53832811744618E-02 
476	 0.064423526209668 
477	 6.54209562827527E-02 
478	 6.57786890632285E-02 
479	 6.50641277591435E-02 
480	 6.47275231238806E-02 
481	 6.49710078156175E-02 
482	 6.58667442145121E-02 
483	 6.66475052577871E-02 
484	 6.69187109732671E-02 
485	 0.06604253976172 
486	 6.56733206555949E-02 
487	 6.62056704849048E-02 
488	 6.59426965086917E-02 
489	 6.56335902404304E-02 
490	 6.60911112396104E-02 
491	 6.63921734387541E-02 
492	 6.63944323613333E-02 
493	 6.61808957631986E-02 
494	 6.61872499826123E-02 
495	 6.65046012090598E-02 
496	 6.62440141826772E-02 
497	 6.61255704253247E-02 
498	 6.71734814538647E-02 
499	 0.067553448250013 
500	 6.71581257177874E-02 
501	 6.72607538728923E-02 
502	 6.76311727233227E-02 
503	 6.80647928870654E-02 
504	 6.80298906083061E-02 
505	 6.78903475438049E-02 
506	 6.83634101183828E-02 
507	 6.87267173600799E-02 
508	 6.89637114489504E-02 
509	 6.99009758397633E-02 
510	 7.07101035800778E-02 
511	 7.07697446305347E-02 
512	 7.09475825985854E-02 
513	 7.14103845912209E-02 
514	 0.072240551436885 
515	 7.27480155522001E-02 
516	 7.28736361082841E-02 
517	 0.073905391082117 
518	 7.49991692776854E-02 
519	 7.51800493141842E-02 
520	 7.50823642871816E-02 
521	 7.51551757071202E-02 
522	 7.61920684649977E-02 
523	 7.72960398265671E-02 
524	 7.80219262002559E-02 
525	 7.83910584429359E-02 
526	 7.88723294851019E-02 
527	 8.01304084186201E-02 
528	 8.05733565214523E-02 
529	 8.02758711524781E-02 
530	 8.10030355030667E-02 
531	 8.17806309514282E-02 
532	 8.19887403397586E-02 
533	 8.21724196877486E-02 
534	 8.25446001612732E-02 
535	 0.083403001273456 
536	 0.083920079784867 
537	 0.08399317871478 
538	 8.45099000609432E-02 
539	 8.51704943433278E-02 
540	 8.56221454219161E-02 
541	 8.56077907744295E-02 
542	 8.54015078928724E-02 
543	 0.085854423953959 
544	 0.086324145433424 
545	 8.65840502451167E-02 
546	 8.69850714410356E-02 
547	 8.74330662128699E-02 
548	 8.77705550348105E-02 
549	 8.79051678562202E-02 
550	 8.78934408027501E-02 
551	 8.79313364850674E-02 
552	 8.83105521256907E-02 
553	 8.91417789502542E-02 
554	 8.97305862092566E-02 
555	 8.99449854332492E-02 
556	 8.97320951647812E-02 
557	 0.089631556169093 
558	 0.089819439707341 
559	 9.01075287203356E-02 
560	 9.03028789410354E-02 
561	 9.02439824620311E-02 
562	 9.01070250296801E-02 
563	 8.99787021816544E-02 
564	 8.99966531145786E-02 
565	 8.99085103479671E-02 
566	 8.96506792602526E-02 
567	 8.95594481680656E-02 
568	 8.94209358980533E-02 
569	 8.89309322281969E-02 
570	 8.86517036438181E-02 
571	 8.86295260979635E-02 
572	 8.85109627965691E-02 
573	 8.83369922038499E-02 
574	 8.81118529238069E-02 
575	 8.77179293769869E-02 
576	 8.73096958272579E-02 
577	 8.71867896936224E-02 
578	 0.087126007466508 
579	 8.70137913758439E-02 
580	 8.67170923535258E-02 
581	 8.63228235338013E-02 
582	 8.59522729283726E-02 
583	 8.61213601851712E-02 
584	 8.65826749590966E-02 
585	 8.64978783177599E-02 
586	 8.62489255394828E-02 
587	 8.59730643168541E-02 
588	 0.085545817876715 
589	 8.54514478400302E-02 
590	 8.62927466838988E-02 
591	 8.63171935993795E-02 
592	 8.54887918557783E-02 
593	 8.51637545412041E-02 
594	 8.49077056887629E-02 
595	 0.084559666707569 
596	 8.48179803556591E-02 
597	 8.52543318353605E-02 
598	 8.49831887774617E-02 
599	 0.084598917388191 
600	 8.43713684226301E-02 
601	 8.46598663036589E-02 
602	 8.48615353628344E-02 
603	 8.44668439768851E-02 
604	 8.41312822335601E-02 
605	 8.39232849635636E-02 
606	 8.36725039266277E-02 
607	 8.35398134316259E-02 
608	 8.35417822433028E-02 
609	 8.34127423357273E-02 
610	 8.31234697656205E-02 
611	 8.26765051861866E-02 
612	 8.22621951419291E-02 
613	 8.19557251871233E-02 
614	 8.18573097044062E-02 
615	 8.14701361108165E-02 
616	 8.06101177408769E-02 
