Wavelength	SHSI00310.asd
325	 0.084561276224336 
326	 8.08019828741403E-02 
327	 6.82577962098847E-02 
328	 8.19168030171784E-02 
329	 0.084108215001205 
330	 6.71957209456664E-02 
331	 6.78703958024477E-02 
332	 7.32568309575543E-02 
333	 6.94277782358924E-02 
334	 6.93726144635343E-02 
335	 7.17414213462692E-02 
336	 6.80064250858063E-02 
337	 6.81343375403788E-02 
338	 7.29686643541861E-02 
339	 7.22242777059401E-02 
340	 6.95351349488004E-02 
341	 6.84072535827759E-02 
342	 6.96728240053472E-02 
343	 0.071674298582927 
344	 7.10955818123305E-02 
345	 7.05872345187327E-02 
346	 7.07581418661693E-02 
347	 7.09036338965815E-02 
348	 7.17657315879589E-02 
349	 7.33767702837869E-02 
350	 7.14210541135703E-02 
351	 6.92517312409108E-02 
352	 7.30122243593235E-02 
353	 7.30847516260549E-02 
354	 6.96884233122294E-02 
355	 7.27506935628514E-02 
356	 7.46880466177242E-02 
357	 7.18538217138445E-02 
358	 7.37405840602913E-02 
359	 7.65187615462457E-02 
360	 7.29957353521126E-02 
361	 7.07509531938163E-02 
362	 7.10415719091426E-02 
363	 7.12874734597965E-02 
364	 7.19313923033944E-02 
365	 7.28478476829166E-02 
366	 7.19965694049946E-02 
367	 7.09742059716294E-02 
368	 7.21232391930222E-02 
369	 7.14973735424507E-02 
370	 6.93862910668014E-02 
371	 6.97448959110856E-02 
372	 7.04729631822919E-02 
373	 7.05417556365264E-02 
374	 7.09705223439939E-02 
375	 7.14932292883168E-02 
376	 7.16427384255906E-02 
377	 7.11380920905008E-02 
378	 7.02823280316691E-02 
379	 7.01455450260624E-02 
380	 0.070798288950476 
381	 7.17234103738073E-02 
382	 6.94190051692554E-02 
383	 6.69619805602257E-02 
384	 6.86557589286096E-02 
385	 6.93843796879591E-02 
386	 6.88897324661419E-02 
387	 7.06023925020282E-02 
388	 0.071328982103067 
389	 6.97805980281294E-02 
390	 6.71793282246346E-02 
391	 6.61608204453697E-02 
392	 6.93549751268627E-02 
393	 6.93203753949736E-02 
394	 0.066720839391548 
395	 6.83255585982555E-02 
396	 6.91802325717127E-02 
397	 6.76822732345904E-02 
398	 6.70816619703936E-02 
399	 6.74869457382918E-02 
400	 6.86198555648861E-02 
401	 6.92431258017016E-02 
402	 6.92883413980334E-02 
403	 6.92472320299191E-02 
404	 6.90958272211383E-02 
405	 6.88879622063357E-02 
406	 0.068887496667861 
407	 6.89631984664644E-02 
408	 6.89278406647833E-02 
409	 6.87729695703159E-02 
410	 6.85842742814044E-02 
411	 0.068600342457808 
412	 6.86685008851887E-02 
413	 6.87098586587644E-02 
414	 6.87604394051266E-02 
415	 0.068716542028104 
416	 0.068451907629148 
417	 6.80738493709866E-02 
418	 6.78394520960643E-02 
419	 6.84820486551839E-02 
420	 6.88488232284202E-02 
421	 6.84487761870931E-02 
422	 6.86528388622062E-02 
423	 6.90320334396892E-02 
424	 6.87474763692512E-02 
425	 6.86049892429013E-02 
426	 6.87465887434888E-02 
427	 6.88949765034498E-02 
428	 6.91239377484014E-02 
429	 6.94374490759695E-02 
430	 6.96091954757643E-02 
431	 6.94787667523536E-02 
432	 6.88145537032716E-02 
433	 6.87327030603154E-02 
434	 6.92834851204176E-02 
435	 6.95042126408176E-02 
436	 6.93560875080385E-02 
437	 6.89220972473889E-02 
438	 6.91092656849965E-02 
439	 6.96101634645275E-02 
440	 6.96210415656276E-02 
441	 6.96452321086495E-02 
442	 6.97353028652343E-02 
443	 6.94725103800088E-02 
444	 6.93307460033923E-02 
445	 6.96741761953493E-02 
446	 7.00919966447824E-02 
447	 7.03829018797847E-02 
448	 7.02754235227143E-02 
449	 7.01244759418428E-02 
450	 7.00727954004026E-02 
451	 7.00649846019275E-02 
452	 7.02911244465151E-02 
453	 7.08914529701435E-02 
454	 7.09745372231628E-02 
455	 7.06746664430253E-02 
456	 7.08850618351488E-02 
457	 7.10516449560539E-02 
458	 7.09988026847921E-02 
459	 7.10296951533333E-02 
460	 7.11149761733277E-02 
461	 7.11907541371671E-02 
462	 7.12280314120389E-02 
463	 7.12200848949821E-02 
464	 0.071134504482115 
465	 7.12605089697093E-02 
466	 7.16704605897348E-02 
467	 7.17548167642559E-02 
468	 7.15738203506391E-02 
469	 7.13182607351855E-02 
470	 7.15222941264087E-02 
471	 7.20534976490025E-02 
472	 7.19061621585145E-02 
473	 7.16588890299881E-02 
474	 7.17021625483019E-02 
475	 7.19863110184189E-02 
476	 7.23311204786696E-02 
477	 7.24546470275091E-02 
478	 7.22864014330742E-02 
479	 7.20100248792624E-02 
480	 7.24795716044746E-02 
481	 7.28906681730026E-02 
482	 7.26234839434283E-02 
483	 7.24847004624691E-02 
484	 0.072598340320721 
485	 0.072985303278488 
486	 7.29376701607475E-02 
487	 7.23924705672305E-02 
488	 7.25710027857159E-02 
489	 0.072969056893904 
490	 7.29986119763285E-02 
491	 0.073058425360333 
492	 7.32045839429667E-02 
493	 7.34348200679052E-02 
494	 7.34464995484811E-02 
495	 0.073202199750064 
496	 7.34050163193223E-02 
497	 7.36266920709544E-02 
498	 7.32356674552479E-02 
499	 7.34226502567366E-02 
500	 7.42130414964947E-02 
501	 7.47256018275232E-02 
502	 7.48134497641894E-02 
503	 7.44797139085488E-02 
504	 7.45594815594204E-02 
505	 7.48905782149688E-02 
506	 7.49858588735273E-02 
507	 7.53896994928937E-02 
508	 7.60246359765585E-02 
509	 7.59660584213515E-02 
510	 7.59828588859702E-02 
511	 7.66356858796515E-02 
512	 7.68292969693751E-02 
513	 7.67159131906526E-02 
514	 7.70837001543039E-02 
515	 0.077422302697856 
516	 7.75452337230567E-02 
517	 7.73727948550696E-02 
518	 7.75022532987576E-02 
519	 7.85073708856368E-02 
520	 0.078839639643246 
521	 7.85696238727199E-02 
522	 7.87787416504406E-02 
523	 7.91054027175507E-02 
524	 7.94010935093963E-02 
525	 7.97079166679873E-02 
526	 7.99608255534235E-02 
527	 8.00739675465368E-02 
528	 8.00075675071612E-02 
529	 7.98961496953469E-02 
530	 8.01576395397262E-02 
531	 8.06466066150472E-02 
532	 8.12000462496844E-02 
533	 8.12824220434175E-02 
534	 8.11585213052899E-02 
535	 8.15192856375708E-02 
536	 8.17508583053918E-02 
537	 8.17540718018862E-02 
538	 8.19875357823414E-02 
539	 0.082275443668443 
540	 8.24310560668544E-02 
541	 8.25705537560341E-02 
542	 8.27205606769218E-02 
543	 8.29090325413044E-02 
544	 8.30173803637881E-02 
545	 8.30413932820509E-02 
546	 8.32949248531138E-02 
547	 8.35498627745002E-02 
548	 8.34751761537304E-02 
549	 8.36720071461288E-02 
550	 8.41239171928706E-02 
551	 8.42668104429457E-02 
552	 8.42813391890111E-02 
553	 8.43054557931669E-02 
554	 8.45072886447107E-02 
555	 8.47554460256676E-02 
556	 8.47452525153857E-02 
557	 0.084867942460438 
558	 8.51871447434069E-02 
559	 8.54078853943549E-02 
560	 8.54848453534494E-02 
561	 0.085403418711283 
562	 8.53460322862905E-02 
563	 8.53804426854574E-02 
564	 8.55827455560251E-02 
565	 8.57271288026552E-02 
566	 8.57237573973453E-02 
567	 8.57036241526875E-02 
568	 8.56700902004566E-02 
569	 8.56128541045527E-02 
570	 8.57958633788474E-02 
571	 8.61553145810484E-02 
572	 8.62812951630455E-02 
573	 8.62528372916576E-02 
574	 8.61320308298352E-02 
575	 8.60176170575799E-02 
576	 0.085969639935419 
577	 8.60533928894987E-02 
578	 8.62352067349896E-02 
579	 8.64030132539781E-02 
580	 8.61573098768197E-02 
581	 8.59245996293845E-02 
582	 8.60663829097458E-02 
583	 8.60376258744425E-02 
584	 8.58732006764288E-02 
585	 8.59245084951552E-02 
586	 8.59519218806478E-02 
587	 8.59082244612484E-02 
588	 8.61243995658475E-02 
589	 8.62848311783328E-02 
590	 8.59525207433167E-02 
591	 8.59003180140149E-02 
592	 8.61223866977575E-02 
593	 8.59334999664933E-02 
594	 8.57955406993163E-02 
595	 0.085962579189808 
596	 0.086179719081384 
597	 8.63375444137213E-02 
598	 8.62998330190983E-02 
599	 8.64154843355471E-02 
600	 0.08667784605511 
601	 8.65457470459976E-02 
602	 8.63707852163779E-02 
603	 8.64697710608787E-02 
604	 8.65799782559542E-02 
605	 8.66034109870793E-02 
606	 0.08640666250043 
607	 8.62277338302896E-02 
608	 8.61638901738271E-02 
609	 8.61266806007834E-02 
610	 8.60769768690421E-02 
611	 8.59763430214914E-02 
612	 8.60390479254198E-02 
613	 8.61422626388331E-02 
614	 8.56849159067306E-02 
615	 8.53187845939867E-02 
616	 8.54086112786644E-02 
617	 8.53722503218787E-02 
618	 8.52939549109126E-02 
619	 8.54665079237384E-02 
620	 8.55330414301832E-02 
621	 8.54593679849577E-02 
622	 8.56086017571133E-02 
623	 8.57166572607591E-02 
624	 8.55589743587291E-02 
625	 0.085551088787447 
626	 8.56954508929541E-02 
627	 8.58118434272703E-02 
628	 8.58093790072191E-02 
629	 8.56790138216823E-02 
630	 0.085655262182205 
631	 8.57349134275227E-02 
632	 8.58809519713121E-02 
633	 8.56821714828137E-02 
634	 0.085254223792497 
635	 8.52677797543607E-02 
636	 8.54982944188626E-02 
637	 8.57817202735111E-02 
638	 8.59459789643902E-02 
639	 8.59920572766921E-02 
640	 8.59981022306799E-02 
641	 8.56886729938865E-02 
642	 8.52136775289841E-02 
643	 8.55493876063815E-02 
644	 8.59165380870475E-02 
645	 8.56340986742215E-02 
646	 8.54679249774818E-02 
647	 8.54297402811449E-02 
648	 8.51378432227597E-02 
649	 8.50059229793634E-02 
