Wavelength	AVE00046.asd
325	 0.039793470377097 
326	 3.31935078166693E-02 
327	 2.48684638042797E-02 
328	 0.028151632334949 
329	 3.28628456293466E-02 
330	 3.43711031979319E-02 
331	 3.01868903243609E-02 
332	 2.92394227179834E-02 
333	 3.89963793138185E-02 
334	 3.96016653039487E-02 
335	 3.32144538219872E-02 
336	 3.23241982164803E-02 
337	 3.29311564264153E-02 
338	 3.40441737132141E-02 
339	 3.68072077502031E-02 
340	 3.62231245974741E-02 
341	 2.96356352713796E-02 
342	 3.49669526407993E-02 
343	 4.36848643833018E-02 
344	 3.48225045799984E-02 
345	 3.04460962476557E-02 
346	 3.47152371781935E-02 
347	 3.94155545124874E-02 
348	 4.01607076653057E-02 
349	 3.50393486813668E-02 
350	 3.15295764114243E-02 
351	 0.031431457381559 
352	 3.58634879952199E-02 
353	 3.69253278560883E-02 
354	 3.40641826923996E-02 
355	 3.36258457211657E-02 
356	 3.27556980792021E-02 
357	 3.04418883410514E-02 
358	 3.33516954961521E-02 
359	 3.67270944727483E-02 
360	 3.25941565760593E-02 
361	 3.26122679400085E-02 
362	 3.65369617247542E-02 
363	 3.35090800018638E-02 
364	 3.08912562763417E-02 
365	 0.032233919756688 
366	 0.033396399911339 
367	 3.36187662104677E-02 
368	 3.24831190972923E-02 
369	 3.37113712321607E-02 
370	 3.65389599504967E-02 
371	 3.54194195156007E-02 
372	 3.46331278863452E-02 
373	 3.59342063845946E-02 
374	 3.44035910643749E-02 
375	 3.24254471870116E-02 
376	 3.37984540481903E-02 
377	 3.39647494282814E-02 
378	 0.032797016404119 
379	 3.34263412316007E-02 
380	 3.46595158358364E-02 
381	 3.56528130757571E-02 
382	 3.53330391634902E-02 
383	 0.034260915739817 
384	 3.33222059222468E-02 
385	 3.39184789924206E-02 
386	 3.53948616567913E-02 
387	 3.44308982069386E-02 
388	 3.48196187970991E-02 
389	 3.74426169299657E-02 
390	 0.037233236878786 
391	 3.51344971564418E-02 
392	 3.28065068357972E-02 
393	 3.29379888938765E-02 
394	 3.49668583045258E-02 
395	 0.035635116027587 
396	 3.56498118227041E-02 
397	 3.53859699875547E-02 
398	 3.55662024891364E-02 
399	 3.51085830742648E-02 
400	 3.29772183091794E-02 
401	 3.24297390897266E-02 
402	 3.32573162763344E-02 
403	 3.34758803042668E-02 
404	 0.033759933424102 
405	 3.42104824248791E-02 
406	 3.38392158184166E-02 
407	 3.34611647459607E-02 
408	 3.41399647777252E-02 
409	 3.46425909178284E-02 
410	 3.47943642217071E-02 
411	 3.50821334018196E-02 
412	 3.46625769703596E-02 
413	 3.35078613483017E-02 
414	 0.034031597599866 
415	 3.49106641480871E-02 
416	 3.41828020429437E-02 
417	 3.40278048024898E-02 
418	 3.46715997974134E-02 
419	 3.53263386155758E-02 
420	 3.53638172166338E-02 
421	 3.46005575637094E-02 
422	 3.44574442577094E-02 
423	 3.45930509261135E-02 
424	 3.42439195750397E-02 
425	 0.034535021910557 
426	 3.53215834958352E-02 
427	 3.50212252779243E-02 
428	 0.034867475986663 
429	 3.55614572406795E-02 
430	 0.035967977546606 
431	 0.035930310831652 
432	 3.54535309256513E-02 
433	 3.51217063905295E-02 
434	 3.50858708121368E-02 
435	 3.51162864785428E-02 
436	 3.52931696512005E-02 
437	 3.56313107292028E-02 
438	 3.57874716314219E-02 
439	 0.035795677942768 
440	 3.58254593068679E-02 
441	 3.57349708106249E-02 
442	 3.55872121247421E-02 
443	 3.57818555793818E-02 
444	 0.036001203187387 
445	 3.60041239494993E-02 
446	 3.62356363243399E-02 
447	 0.036497936066365 
448	 3.61461325765488E-02 
449	 3.61215903616209E-02 
450	 3.66136080161276E-02 
451	 3.68551002291933E-02 
452	 3.69075378737479E-02 
453	 3.68798534455672E-02 
454	 0.036856940926188 
455	 3.68247077923166E-02 
456	 3.66652979389332E-02 
457	 3.64816235094919E-02 
458	 3.64314006784991E-02 
459	 0.037152971035889 
460	 3.77363602708737E-02 
461	 0.037103413913002 
462	 3.72285694578939E-02 
463	 3.80716979322081E-02 
464	 0.038104275067882 
465	 3.78428469589471E-02 
466	 3.75517362710598E-02 
467	 3.72025838102803E-02 
468	 3.70728580943371E-02 
469	 3.75423519529138E-02 
470	 3.76438815456184E-02 
471	 0.037325849438569 
472	 3.74061878641736E-02 
473	 3.75309211261473E-02 
474	 3.74802369490667E-02 
475	 3.73661172479911E-02 
476	 3.73326186437829E-02 
477	 3.76010414052797E-02 
478	 3.78861257665221E-02 
479	 3.80815924339587E-02 
480	 3.82240999919392E-02 
481	 3.81314593551571E-02 
482	 3.77158198395396E-02 
483	 3.76966070849575E-02 
484	 0.038051202160443 
485	 3.84389104525479E-02 
486	 3.86528146163251E-02 
487	 3.86311158092584E-02 
488	 3.87242222515767E-02 
489	 3.86187147064643E-02 
490	 3.80500721531669E-02 
491	 0.038488971855206 
