Wavelength	SHSI00075.asd
325	 9.85174724758894E-02 
326	 9.81390292430033E-02 
327	 9.25626277930598E-02 
328	 9.42608275183054E-02 
329	 9.56549192522622E-02 
330	 9.32781976134696E-02 
331	 0.082248446329115 
332	 0.078439338771834 
333	 9.52664257969526E-02 
334	 9.84183115952692E-02 
335	 9.07272239891462E-02 
336	 9.28500701640481E-02 
337	 0.095934564331968 
338	 9.68336456378213E-02 
339	 9.26775576471019E-02 
340	 8.96664765675567E-02 
341	 9.23981502767536E-02 
342	 9.16243011706121E-02 
343	 8.95653277435589E-02 
344	 9.31703957424878E-02 
345	 9.54115659341351E-02 
346	 9.48816067297342E-02 
347	 9.38900091888993E-02 
348	 9.36449707312606E-02 
349	 9.45338363362818E-02 
350	 9.24053910526803E-02 
351	 9.07046854335997E-02 
352	 9.56212157576257E-02 
353	 9.82407224973258E-02 
354	 9.76215720200985E-02 
355	 9.93327172902834E-02 
356	 0.100179750477048 
357	 9.86260262278058E-02 
358	 9.84809728154593E-02 
359	 9.96262406567139E-02 
360	 0.101150722703461 
361	 0.102121963233074 
362	 0.10233652988377 
363	 0.102261686302726 
364	 0.101689497349395 
365	 0.100779858635926 
366	 0.101052400439995 
367	 0.101813008274231 
368	 0.101956449438172 
369	 0.101814460310714 
370	 0.101510047389762 
371	 0.101249325516971 
372	 0.100951892029636 
373	 0.100603005717895 
374	 0.100481909477339 
375	 0.100030375970177 
376	 9.84942006942042E-02 
377	 9.64176689658368E-02 
378	 9.49506586568658E-02 
379	 9.72597034672189E-02 
380	 9.87738425104129E-02 
381	 9.73965602332201E-02 
382	 9.62832040021943E-02 
383	 9.53551901462592E-02 
384	 9.41141001428848E-02 
385	 9.36522208257279E-02 
386	 9.40219143336105E-02 
387	 9.48664898198981E-02 
388	 9.36419562643038E-02 
389	 9.02448862706052E-02 
390	 9.13515821765341E-02 
391	 9.33085020297227E-02 
392	 9.13478315986423E-02 
393	 9.10417009425668E-02 
394	 9.23258470055098E-02 
395	 9.16399852360014E-02 
396	 9.09592173905966E-02 
397	 9.08163396139647E-02 
398	 8.93567503056167E-02 
399	 8.76912190363665E-02 
400	 8.70064181578612E-02 
401	 8.69781260300395E-02 
402	 8.75601450752253E-02 
403	 8.91304000012619E-02 
404	 8.96806457276991E-02 
405	 8.86008404249022E-02 
406	 8.77880857710849E-02 
407	 8.74124921889403E-02 
408	 0.087432454681508 
409	 8.66570524525563E-02 
410	 8.55249314573783E-02 
411	 8.62017389436799E-02 
412	 8.63416146611611E-02 
413	 8.51552391212844E-02 
414	 8.52304388247843E-02 
415	 8.56588963380236E-02 
416	 8.49747670816487E-02 
417	 8.45779386074862E-02 
418	 8.46914026633692E-02 
419	 8.50202306848579E-02 
420	 0.085157065666176 
421	 8.48747542779345E-02 
422	 8.43285839181741E-02 
423	 0.083898569433069 
424	 8.40784097830177E-02 
425	 8.42362394036979E-02 
426	 8.42186013591315E-02 
427	 8.40911880750194E-02 
428	 8.41834686750222E-02 
429	 8.45902307820441E-02 
430	 8.43298081261399E-02 
431	 8.35428626471466E-02 
432	 8.26731873700051E-02 
433	 8.22393549772374E-02 
434	 8.22920882525763E-02 
435	 8.23104046072751E-02 
436	 8.25304274579531E-02 
437	 8.30367783617227E-02 
