Wavelength	A00135.asd
325	 2.81789887434083E-02 
326	 2.58417608047174E-02 
327	 3.38241341302972E-02 
328	 3.71409250794608E-02 
329	 4.03862364261609E-02 
330	 4.31472773455281E-02 
331	 0.034627581680002 
332	 2.87608759745262E-02 
333	 3.87035132320921E-02 
334	 4.46689676026912E-02 
335	 4.44014342235358E-02 
336	 4.07417238726049E-02 
337	 3.81550824006177E-02 
338	 0.038560522009851 
339	 4.26237606074697E-02 
340	 4.38139178292239E-02 
341	 3.79584982483443E-02 
342	 3.90899531557577E-02 
343	 4.43631189293718E-02 
344	 4.50365872905932E-02 
345	 4.21749757997625E-02 
346	 3.80093685540385E-02 
347	 0.04003973863195 
348	 4.27095133130955E-02 
349	 0.042462667125069 
350	 4.35145569498214E-02 
351	 4.47357609744954E-02 
352	 4.36399325125936E-02 
353	 4.20589704409289E-02 
354	 4.09976084568995E-02 
355	 0.04218357326351 
356	 0.042846534622911 
357	 4.15849466038091E-02 
358	 4.12315224850856E-02 
359	 4.23534434622966E-02 
360	 0.045318879117774 
361	 0.045036274522462 
362	 4.21039945836154E-02 
363	 4.27239316617462E-02 
364	 4.45413366341659E-02 
365	 0.045849891293064 
366	 4.44093804853222E-02 
367	 4.21064266462022E-02 
368	 4.16962412249466E-02 
369	 4.22885482231715E-02 
370	 4.31559329910714E-02 
371	 4.22781964392122E-02 
372	 4.28875119217569E-02 
373	 4.61251969871885E-02 
374	 0.047001191641893 
375	 4.62125679859607E-02 
376	 4.55118647573045E-02 
377	 4.44480467489942E-02 
378	 4.35239554954711E-02 
379	 4.42965422410957E-02 
380	 4.53703499920219E-02 
381	 4.59234393481656E-02 
382	 4.58521588242595E-02 
383	 4.57168297930332E-02 
384	 0.046253307985934 
385	 0.046052916052441 
386	 4.50357879745102E-02 
387	 4.39721733691711E-02 
388	 4.31538644965927E-02 
389	 4.27347891356916E-02 
390	 0.04230885142723 
391	 4.29706716421604E-02 
392	 4.59109834400735E-02 
393	 4.65627029730665E-02 
394	 4.52552454787778E-02 
395	 4.60674775992391E-02 
396	 4.61593507041702E-02 
397	 4.46908849131872E-02 
398	 4.35341695033565E-02 
399	 4.30527321577058E-02 
400	 4.33574523794609E-02 
401	 4.40122611264431E-02 
402	 4.47370799532988E-02 
403	 4.52156743501793E-02 
404	 4.55525169759462E-02 
405	 4.57681019356091E-02 
406	 0.045690156595958 
407	 4.56806313193186E-02 
408	 0.046174083555533 
409	 0.046100058929858 
410	 4.55895307854825E-02 
411	 4.56654549866809E-02 
412	 4.59746592314736E-02 
413	 4.62875153856649E-02 
414	 4.63095157232472E-02 
415	 4.61179661800996E-02 
416	 4.58515687467835E-02 
417	 4.60079684763109E-02 
418	 4.65250248161638E-02 
419	 4.68236624858152E-02 
420	 4.70615488534282E-02 
421	 4.72788362482338E-02 
422	 4.71358378426968E-02 
423	 4.70740669734151E-02 
424	 4.77769160377044E-02 
425	 4.80098321244084E-02 
426	 4.77721599007449E-02 
427	 0.048333700306931 
428	 4.86949668901608E-02 
429	 4.82859158250512E-02 
430	 4.80733640691421E-02 
431	 4.81278285405977E-02 
432	 4.83831846588134E-02 
