Wavelength	AVEI200104.asd
325	 4.58222745524336E-02 
326	 3.84384752876614E-02 
327	 2.34310034447177E-02 
328	 2.97739106887029E-02 
329	 3.63750471225261E-02 
330	 3.62681808222572E-02 
331	 3.79033563039095E-02 
332	 3.74792826499809E-02 
333	 3.14497183112642E-02 
334	 3.09450531401919E-02 
335	 3.43414227570185E-02 
336	 3.40328613582602E-02 
337	 3.01223557360547E-02 
338	 2.50053808016879E-02 
339	 2.99989752844297E-02 
340	 0.034018701136248 
341	 2.89529745040267E-02 
342	 3.01027104359366E-02 
343	 3.50330593006594E-02 
344	 3.48147582014357E-02 
345	 3.43702785227751E-02 
346	 3.47255542119861E-02 
347	 3.50940519955312E-02 
348	 3.41411736448413E-02 
349	 3.13987374895485E-02 
350	 3.02415207253989E-02 
351	 3.03990176860699E-02 
352	 3.07763323829695E-02 
353	 2.98673509021423E-02 
354	 2.87621986392956E-02 
355	 0.033318745965238 
356	 3.55339894076953E-02 
357	 3.15418651590888E-02 
358	 0.030939855085244 
359	 3.22600631745463E-02 
360	 3.15784429422201E-02 
361	 3.06303640877627E-02 
362	 2.99974603642042E-02 
363	 3.00468895538618E-02 
364	 3.13674527127103E-02 
365	 0.033606990769736 
366	 3.27878818815578E-02 
367	 3.08271896281089E-02 
368	 3.07412060169275E-02 
369	 3.08661203990176E-02 
370	 3.07129845354169E-02 
371	 2.97365054259843E-02 
372	 2.96128888597568E-02 
373	 3.08222810979394E-02 
374	 2.99265901588288E-02 
375	 2.86053018569583E-02 
376	 2.95767615231223E-02 
377	 2.91347657520911E-02 
378	 2.71682030582452E-02 
379	 2.59405894646641E-02 
380	 2.66135010038498E-02 
381	 2.91841019180132E-02 
382	 2.94893277008317E-02 
383	 2.92792426244323E-02 
384	 3.12709647539771E-02 
385	 3.02504182417909E-02 
386	 0.026929475112726 
387	 2.72487614605219E-02 
388	 2.84525139623346E-02 
389	 2.90251292623147E-02 
390	 2.81055914618207E-02 
391	 2.71559704313372E-02 
392	 2.78913016262135E-02 
393	 2.90424986671848E-02 
394	 2.96585939170358E-02 
395	 2.77850988435299E-02 
396	 2.69671284187952E-02 
397	 2.82241774027023E-02 
398	 2.80103459556719E-02 
399	 2.75273540847381E-02 
400	 2.82540778905285E-02 
401	 2.82636252556471E-02 
402	 2.77111430715483E-02 
