Wavelength	AVE00040.asd
325	 2.56652403708868E-02 
326	 2.69437177415442E-02 
327	 3.94432097844988E-02 
328	 0.040426101239746 
329	 3.79213190181731E-02 
330	 3.47030831398906E-02 
331	 2.74489231419992E-02 
332	 2.59275803379922E-02 
333	 3.79941367558599E-02 
334	 3.68518768239511E-02 
335	 2.73960351603122E-02 
336	 3.16358178172634E-02 
337	 3.57451713475985E-02 
338	 3.64842487459961E-02 
339	 3.95024158273082E-02 
340	 3.98445425551469E-02 
341	 3.44138607418848E-02 
342	 3.74683869789304E-02 
343	 0.043076420722442 
344	 3.58840773397437E-02 
345	 3.33937637900217E-02 
346	 3.80568318521298E-02 
347	 0.040426567275763 
348	 3.94374868833829E-02 
349	 3.51497312379267E-02 
350	 3.23300320945877E-02 
351	 3.19121985326009E-02 
352	 3.40190721914887E-02 
353	 0.037023689610515 
354	 3.89781653012415E-02 
355	 3.52260605487193E-02 
356	 3.22005251799172E-02 
357	 3.36293264640154E-02 
358	 3.59132990167273E-02 
359	 3.72866401816708E-02 
360	 3.59935141029539E-02 
361	 3.48582882359907E-02 
362	 3.46631023725474E-02 
363	 3.55308219178082E-02 
364	 3.49977227473636E-02 
365	 0.032479879536691 
366	 3.33445786991244E-02 
367	 3.50108941434552E-02 
368	 3.33740333740334E-02 
369	 3.39465889471433E-02 
370	 3.67620408178051E-02 
371	 3.78700503740421E-02 
372	 3.82641648263963E-02 
373	 3.80922880885646E-02 
374	 3.47636316323263E-02 
375	 3.20292209954763E-02 
376	 0.035054946221047 
377	 3.52933615392664E-02 
378	 3.28443168831494E-02 
379	 3.49642504516248E-02 
380	 3.76323509913852E-02 
381	 3.86336956255935E-02 
382	 3.78354323924812E-02 
383	 3.68953692907704E-02 
384	 3.79336570005529E-02 
385	 3.75193806822997E-02 
386	 0.035814953210765 
387	 3.57879437803889E-02 
388	 3.60963028521644E-02 
389	 3.59786402012661E-02 
390	 3.45389282681846E-02 
391	 3.37157683659479E-02 
392	 3.56993090501923E-02 
393	 3.69197662139837E-02 
394	 3.68119166587681E-02 
395	 3.61968991247756E-02 
396	 3.53735473970412E-02 
397	 3.48154704467307E-02 
398	 3.62907207232786E-02 
399	 3.68234090379036E-02 
400	 3.35861483685148E-02 
401	 3.26923850728674E-02 
402	 3.41086124226973E-02 
403	 3.50950094315355E-02 
404	 3.54608107756544E-02 
405	 3.51554723370108E-02 
406	 3.47520761999569E-02 
407	 3.46863728327504E-02 
408	 3.53798794510186E-02 
409	 3.58905035962628E-02 
410	 3.59725826554279E-02 
411	 3.56645386755324E-02 
412	 3.51480277353783E-02 
413	 0.034639937824807 
414	 3.47541697441785E-02 
415	 3.50296259049212E-02 
416	 3.48054208909507E-02 
417	 3.51460317982057E-02 
418	 3.59173869296898E-02 
419	 3.60209380938753E-02 
420	 3.57611275921341E-02 
421	 3.53588219789502E-02 
422	 3.51309526489077E-02 
423	 3.50558400434466E-02 
424	 3.50277318653261E-02 
425	 3.50247309600455E-02 
426	 3.50329399859907E-02 
427	 3.49849779843889E-02 
428	 3.52661309758813E-02 
429	 3.60249730129137E-02 
430	 3.64628364543936E-02 
431	 3.64160844263348E-02 
432	 3.58022109314333E-02 
433	 3.56190024581334E-02 
434	 3.59683376217844E-02 
435	 3.60588881759039E-02 
436	 3.61727052753567E-02 
437	 3.64440073894363E-02 
438	 3.62308798590915E-02 
439	 3.59031830132544E-02 
440	 0.036319759098222 
441	 3.64577780804103E-02 
442	 3.61738094076194E-02 
443	 3.62561129422483E-02 
444	 3.63458613355969E-02 
445	 3.61916046618995E-02 
446	 3.66112381878655E-02 
447	 3.72662810193174E-02 
448	 3.71309651341954E-02 
449	 3.69278186309862E-02 
450	 3.69600021868005E-02 
451	 0.037452726897347 
452	 3.78995649172278E-02 
453	 3.78140646863295E-02 
454	 3.78827608895109E-02 
455	 3.80354002664504E-02 
456	 3.77037818389051E-02 
457	 3.72495301730702E-02 
458	 3.69763080962398E-02 
459	 3.76883122645731E-02 
460	 3.82790695502951E-02 
461	 3.74292479335858E-02 
462	 3.74906977411731E-02 
463	 3.84318067796691E-02 
464	 3.84503286102663E-02 
465	 3.82957223523634E-02 
466	 3.83134441665103E-02 
467	 3.82348878230256E-02 
468	 0.038100543594913 
469	 3.79992977979167E-02 
470	 3.79660108179223E-02 
471	 0.03802167596839 
472	 3.81648342689635E-02 
473	 3.84335118153463E-02 
474	 3.87929325180295E-02 
475	 3.88532942674783E-02 
476	 3.86055139650138E-02 
477	 3.81016307861501E-02 
478	 3.79723179423888E-02 
479	 3.82752396281152E-02 
480	 3.83373115797047E-02 
481	 3.83190645621725E-02 
482	 3.83612256018897E-02 
483	 3.83921119318175E-02 
484	 3.83916490520275E-02 
485	 0.038298997957342 
486	 3.84511549233251E-02 
487	 3.88328446433963E-02 
488	 3.86447827803258E-02 
489	 3.84379502858998E-02 
490	 3.88008821450753E-02 
491	 3.92113750673136E-02 
492	 3.95595681725027E-02 
493	 3.99182802531046E-02 
494	 3.99368203673875E-02 
495	 3.95542292915699E-02 
496	 3.93987230682638E-02 
497	 3.94642764060696E-02 
498	 3.96559159860197E-02 
499	 3.94700998466795E-02 
500	 3.91640683327102E-02 
501	 4.01036548897209E-02 
502	 4.08642830468961E-02 
503	 4.06721287889373E-02 
504	 4.07953008567126E-02 
505	 4.11566444391386E-02 
506	 4.13619396561618E-02 
507	 0.041413397610506 
508	 4.14045180850356E-02 
509	 4.17374290505549E-02 
510	 4.20683902299269E-02 
511	 4.21581996344288E-02 
512	 4.26420650026777E-02 
513	 4.33600769414789E-02 
514	 4.37272671340455E-02 
515	 4.39790774900562E-02 
516	 4.42323717105969E-02 
517	 4.47372313295672E-02 
518	 0.045136271674061 
519	 4.50668419159162E-02 
520	 4.56300888473148E-02 
521	 4.66300021053417E-02 
522	 4.69356117091498E-02 
523	 4.72731689510914E-02 
524	 4.79109294091378E-02 
525	 0.048336840059994 
526	 4.86393240016412E-02 
527	 4.90103988019216E-02 
528	 4.94461279739923E-02 
529	 0.049833895942316 
530	 4.97883068104632E-02 
531	 4.97491992074359E-02 
532	 5.00110905906851E-02 
533	 5.03706394572664E-02 
534	 5.07499654866521E-02 
535	 5.10618444303714E-02 
536	 5.13672157563173E-02 
537	 5.16812808163037E-02 
538	 5.19887795770839E-02 
539	 5.22784779124266E-02 
540	 5.25345019531851E-02 
541	 5.26826951032371E-02 
542	 5.27854335929792E-02 
543	 5.30520189983711E-02 
544	 5.32664024723234E-02 
545	 5.33576683134383E-02 
546	 5.34707660774486E-02 
547	 0.053657064895193 
548	 5.39611967147146E-02 
549	 0.054285277829809 
550	 0.054510449887852 
551	 5.43063848585273E-02 
552	 5.43015571075391E-02 
553	 5.48428013386781E-02 
554	 5.52559384901048E-02 
555	 5.54195310429728E-02 
556	 5.52826937720313E-02 
557	 5.52925670631309E-02 
558	 5.55288224630648E-02 
559	 5.55596462970577E-02 
560	 5.55553160755414E-02 
561	 5.56771782824974E-02 
562	 5.57055175270581E-02 
563	 5.56653738937592E-02 
564	 5.57466281837403E-02 
565	 5.57026185910287E-02 
566	 5.54934094588681E-02 
567	 5.55500879191505E-02 
568	 5.56000609667174E-02 
569	 5.52537685947942E-02 
570	 5.49984553148614E-02 
571	 5.48846751132603E-02 
572	 5.45876621492574E-02 
573	 5.45258774234086E-02 
574	 5.48516578922935E-02 
575	 5.45815924405787E-02 
576	 5.40981207790108E-02 
577	 5.43609310845893E-02 
578	 5.44795699807579E-02 
579	 5.42357958070789E-02 
580	 5.39324137797184E-02 
581	 5.38350319142219E-02 
582	 5.41138884227233E-02 
583	 5.39057088318451E-02 
584	 5.34376710931609E-02 
585	 5.37465779518663E-02 
586	 5.39124019157148E-02 
587	 0.053657743002999 
588	 5.37344110249156E-02 
589	 5.38010560718726E-02 
590	 5.33427593607855E-02 
591	 5.33066558501142E-02 
592	 0.053635615016508 
593	 5.34101403205848E-02 
594	 5.29707298514518E-02 
595	 5.25902013267222E-02 
596	 5.27491943169821E-02 
597	 5.32056100676263E-02 
598	 5.34481457529232E-02 
599	 5.33737899785668E-02 
600	 5.30201935868422E-02 
601	 5.27700347423005E-02 
602	 5.26947096586295E-02 
603	 5.28178223374042E-02 
604	 5.27936599932814E-02 
605	 5.26294031491892E-02 
606	 5.25044654770542E-02 
607	 5.25044022577965E-02 
608	 0.052569436166756 
609	 5.20471050269012E-02 
610	 0.051525959395674 
611	 5.17998472148385E-02 
612	 5.18428279714715E-02 
613	 0.051469434714634 
614	 5.09165998444832E-02 
615	 5.05800207567154E-02 
616	 5.07004138410641E-02 
617	 5.10151513401327E-02 
618	 5.11595786279454E-02 
619	 5.05679962230638E-02 
620	 5.02931148445434E-02 
621	 5.05360944569968E-02 
622	 5.07042334794883E-02 
623	 5.05114847422425E-02 
624	 4.97881044657069E-02 
625	 4.95960493834957E-02 
626	 4.98903197285733E-02 
627	 4.99900898328673E-02 
628	 5.00872526818497E-02 
629	 0.050209504787379 
630	 5.02380365349653E-02 
631	 5.02387043954947E-02 
632	 5.03025042214849E-02 
633	 5.00102932813772E-02 
634	 4.95409501074824E-02 
635	 4.98332394779533E-02 
636	 0.049950033963804 
637	 0.049399076361435 
638	 0.049036393984119 
639	 4.88696419394377E-02 
640	 4.87023422872579E-02 
641	 4.85708000220725E-02 
642	 4.84628819744741E-02 
643	 0.048316374719721 
644	 0.04819961474405 
645	 4.81488399913769E-02 
646	 0.047838820970072 
647	 4.72681084203838E-02 
648	 4.65133491689675E-02 
649	 4.62057660567805E-02 
650	 0.046495278323569 
651	 4.65187972089132E-02 
652	 4.63576587031489E-02 
653	 4.62042163530362E-02 
654	 4.63211407834031E-02 
655	 4.64765892093132E-02 
656	 4.55576326442554E-02 
657	 0.044867030152079 
658	 4.50906556374689E-02 
659	 4.49738076788743E-02 
660	 0.04472732069699 
661	 4.49828092759288E-02 
662	 4.44995755671173E-02 
663	 4.32684279049569E-02 
664	 0.042771838400074 
665	 4.27045376785626E-02 
666	 4.27427800248878E-02 
667	 4.26544553928873E-02 
668	 4.24360937953826E-02 
669	 0.042202009213704 
670	 4.21209262741995E-02 
671	 4.21944922109352E-02 
672	 4.19989770630809E-02 
673	 4.17483878423723E-02 
674	 0.041719993494137 
675	 0.041643829316873 
676	 0.041601901266918 
677	 4.20120285545221E-02 
678	 0.042531628979514 
679	 4.28879388494821E-02 
680	 4.25803205055282E-02 
681	 4.22236596011446E-02 
682	 4.28650643557368E-02 
683	 4.34853349300621E-02 
