Wavelength	AVE00052.asd
325	 4.09146750699086E-02 
326	 3.33489455240285E-02 
327	 3.35818704664845E-02 
328	 3.82319232585768E-02 
329	 4.00908124906474E-02 
330	 0.036908924288762 
331	 3.28084136875899E-02 
332	 3.13701273639521E-02 
333	 0.035213798830713 
334	 3.70536387414745E-02 
335	 3.67580703425175E-02 
336	 3.70104961868829E-02 
337	 0.037579221047181 
338	 3.81641976810173E-02 
339	 3.77170422816297E-02 
340	 3.57036118239844E-02 
341	 3.24600043054355E-02 
342	 3.65416147457263E-02 
343	 4.29213302363113E-02 
344	 4.03818494593193E-02 
345	 3.69153991369027E-02 
346	 3.55011338279823E-02 
347	 3.82822847519476E-02 
348	 4.06081997681194E-02 
349	 3.94467540328247E-02 
350	 3.63485232516717E-02 
351	 0.034087604953911 
352	 3.64664896532201E-02 
353	 3.77124190092468E-02 
354	 3.63500737914429E-02 
355	 3.25947476703826E-02 
356	 3.09624900663496E-02 
357	 3.36417471780889E-02 
358	 3.50422229279661E-02 
359	 3.50720198132679E-02 
360	 3.47111246962459E-02 
361	 3.53671963258264E-02 
362	 0.036689745378995 
363	 3.65493755180515E-02 
364	 3.44216834474307E-02 
365	 0.031057018515901 
366	 0.032892869303555 
367	 3.60653288583044E-02 
368	 3.46647374206429E-02 
369	 3.52531230365525E-02 
370	 3.75333394586716E-02 
371	 3.52835409929797E-02 
372	 3.45274743560003E-02 
373	 3.75684679704411E-02 
374	 3.63831469520658E-02 
375	 0.033661754573119 
376	 3.41265718828906E-02 
377	 3.48053144214259E-02 
378	 3.49748787189874E-02 
379	 3.43566817982777E-02 
380	 3.48255203448429E-02 
381	 3.68637902785953E-02 
382	 3.71543476170688E-02 
383	 3.67236949151734E-02 
384	 3.72923195487213E-02 
385	 3.69135526016229E-02 
386	 3.56614833377089E-02 
387	 3.49577908890619E-02 
388	 3.49476884480451E-02 
389	 3.55564817582442E-02 
390	 3.59510767240117E-02 
391	 3.59205120470539E-02 
392	 0.03536565220296 
393	 3.61766808658987E-02 
394	 3.75493923146944E-02 
395	 3.61103450215636E-02 
396	 3.47439256647449E-02 
397	 3.47150681580342E-02 
398	 3.57903327281779E-02 
399	 3.62154792426144E-02 
400	 0.034444205562197 
401	 3.43619330513604E-02 
402	 3.56486121771473E-02 
403	 3.58029004106842E-02 
404	 3.58118098863064E-02 
405	 3.59243208914524E-02 
406	 3.51859871266575E-02 
407	 0.034442473220267 
408	 0.034788289580801 
409	 3.55431100307282E-02 
410	 3.62490135141445E-02 
411	 3.61674891376645E-02 
412	 3.58720973067081E-02 
413	 3.56872543682117E-02 
414	 0.035770916599437 
415	 3.57764184541748E-02 
416	 3.52440421250501E-02 
417	 3.51120551712299E-02 
418	 3.55004828002968E-02 
419	 3.61387296752665E-02 
420	 3.63798880006887E-02 
421	 3.59721182419317E-02 
422	 3.59196594815351E-02 
423	 3.60383488000039E-02 
424	 3.58842612555601E-02 
425	 3.57847633420588E-02 
426	 3.58042548569876E-02 
427	 3.58296962846382E-02 
428	 3.60590898191096E-02 
429	 3.65601324887936E-02 
430	 3.69121327127482E-02 
431	 3.69166937940487E-02 
432	 3.63446775803992E-02 
433	 3.61746704003609E-02 
434	 3.65047600342853E-02 
435	 3.66048407928342E-02 
436	 3.66017225490518E-02 
437	 3.65902421288474E-02 
438	 0.036571206043098 
439	 3.66011137494028E-02 
440	 3.67758395146328E-02 
441	 3.69601043331022E-02 
442	 3.70828126905298E-02 
443	 3.70985449621764E-02 
444	 3.69265949738083E-02 
445	 3.65844047501579E-02 
446	 3.70501018191911E-02 
447	 3.78513520808213E-02 
448	 3.75718411865742E-02 
449	 3.74060288818832E-02 
450	 3.76850865408763E-02 
451	 3.79748291999364E-02 
452	 0.038106299040358 
453	 3.79519748998158E-02 
454	 0.037849237595136 
455	 3.78862684481315E-02 
456	 3.81598056282611E-02 
457	 3.80063366102096E-02 
458	 3.73946440263458E-02 
459	 3.78715082706601E-02 
460	 3.86335938071653E-02 
461	 3.86032523609501E-02 
462	 3.87561770912854E-02 
463	 3.90796303071181E-02 
464	 3.88799467082494E-02 
465	 3.86259733031491E-02 
466	 3.85500654673657E-02 
467	 3.84005696716847E-02 
468	 3.83717399976107E-02 
469	 3.87731466323922E-02 
470	 3.89648457811184E-02 
471	 3.88738162762615E-02 
472	 3.88914221217275E-02 
473	 3.90253090840683E-02 
474	 3.92404657100102E-02 
475	 3.92517908941588E-02 
476	 3.89644611374085E-02 
477	 0.038223306317781 
478	 3.83197965187561E-02 
479	 3.92723939423153E-02 
480	 3.95173408631271E-02 
481	 0.039145467190567 
482	 3.83867236362726E-02 
483	 3.86817083279187E-02 
484	 3.96336652204468E-02 
485	 0.039702182782557 
486	 3.95366905143519E-02 
487	 3.93726685996309E-02 
488	 0.039345514116258 
489	 3.93008582068728E-02 
490	 3.90989567287963E-02 
491	 3.94692666388244E-02 
492	 4.00874759342781E-02 
493	 3.96415990995433E-02 
494	 3.95947068383368E-02 
495	 4.03971288924118E-02 
496	 4.05917656236569E-02 
497	 4.05330807344626E-02 
498	 4.08548347535604E-02 
499	 4.08402105933679E-02 
500	 4.05475213338451E-02 
501	 4.07868983721537E-02 
502	 4.08582530213447E-02 
503	 4.04754034803805E-02 
504	 4.08998500256214E-02 
505	 4.16493922719717E-02 
506	 4.16754077109991E-02 
507	 4.16427523728263E-02 
508	 4.17951752850851E-02 
509	 4.23262622015787E-02 
510	 4.28907729086048E-02 
511	 0.043210564917627 
512	 4.34579248521369E-02 
513	 4.37152770496651E-02 
514	 4.41165838356125E-02 
515	 4.44442250345165E-02 
516	 4.46976027915171E-02 
517	 4.53642203224301E-02 
518	 0.045913655599955 
519	 4.57928284157707E-02 
520	 4.64039138228291E-02 
521	 4.74874764699346E-02 
522	 4.75674142302439E-02 
523	 4.76649721241557E-02 
524	 4.82201371818752E-02 
525	 4.88854886954267E-02 
526	 4.94367390193072E-02 
527	 4.96108428014321E-02 
528	 4.97619534575614E-02 
529	 4.99962476234949E-02 
530	 5.03135226544996E-02 
531	 5.06232561025426E-02 
532	 0.050865492338075 
533	 5.10425586852282E-02 
534	 5.12657639933804E-02 
535	 5.17529960429256E-02 
536	 5.22319092543789E-02 
537	 5.25698179279837E-02 
538	 5.26354267077657E-02 
539	 5.26340258264743E-02 
540	 5.27691183978274E-02 
541	 5.29498968516154E-02 
542	 5.31320936677113E-02 
543	 5.32370297555456E-02 
544	 5.33569594774141E-02 
545	 5.35489397302206E-02 
546	 5.38657756560396E-02 
547	 5.42762747925146E-02 
548	 5.47330004414621E-02 
549	 5.50239463846985E-02 
550	 5.51279886833693E-02 
551	 5.51804436453867E-02 
552	 5.52821057801098E-02 
553	 5.54720183215315E-02 
554	 5.54157253038088E-02 
555	 5.53882959468575E-02 
556	 5.60166188077685E-02 
557	 5.62875380308889E-02 
558	 5.60548472397085E-02 
559	 5.63326192570285E-02 
560	 5.65325921043727E-02 
561	 5.61363191836468E-02 
562	 0.056170538977178 
563	 5.65231487958917E-02 
564	 5.64307459332952E-02 
565	 5.61109635345442E-02 
566	 5.57241826555335E-02 
567	 5.57600872300401E-02 
568	 5.58835637888936E-02 
569	 5.56124695090147E-02 
570	 5.53990129275748E-02 
571	 5.53418752150838E-02 
572	 5.53861987987046E-02 
573	 5.53887876142844E-02 
574	 5.52460427553795E-02 
575	 0.054914542691352 
576	 5.45909133743057E-02 
577	 5.46215306577859E-02 
578	 5.48438385341807E-02 
579	 5.51461537878775E-02 
580	 5.53802956530228E-02 
581	 5.52769188343642E-02 
582	 5.46685120740305E-02 
583	 5.44244009301578E-02 
584	 5.45195081664448E-02 
585	 5.44396957292023E-02 
586	 5.43504446605508E-02 
587	 5.42741990152678E-02 
588	 0.054039336772857 
589	 5.38301034549516E-02 
590	 0.053902838485141 
591	 5.37744686070583E-02 
592	 5.34658564937277E-02 
593	 0.053418174749104 
594	 5.34548192486071E-02 
595	 5.34839265621809E-02 
596	 5.36096935631627E-02 
597	 5.38084790059063E-02 
598	 5.40615873158274E-02 
599	 5.38603142104025E-02 
600	 5.32378559052331E-02 
601	 5.30434042904461E-02 
602	 0.053158838835087 
603	 5.34087947650421E-02 
604	 5.33308039787013E-02 
605	 5.30290290719298E-02 
606	 5.29974921922561E-02 
607	 5.30465367732309E-02 
608	 5.30581614955918E-02 
609	 5.27587087544242E-02 
610	 5.23556529118645E-02 
611	 5.21416184592372E-02 
612	 5.20339147030426E-02 
613	 5.19684276874716E-02 
614	 5.17861804182397E-02 
615	 5.16225050839965E-02 
616	 5.15471763341814E-02 
617	 5.14119892102528E-02 
618	 5.12317843520528E-02 
619	 5.10520892194599E-02 
620	 5.10316524083758E-02 
621	 5.11555583230048E-02 
622	 0.051149661493484 
623	 0.051045866803675 
624	 5.08860369722701E-02 
625	 5.06990362091729E-02 
626	 5.05615893600517E-02 
627	 5.06292089806281E-02 
628	 5.07529369868303E-02 
629	 5.08406470581695E-02 
630	 5.07632419057971E-02 
631	 0.050684625232831 
