Wavelength	AVE00043.asd
325	 3.09883354697793E-02 
326	 2.70762036625826E-02 
327	 2.79591791404437E-02 
328	 3.21513486328298E-02 
329	 3.39203093187098E-02 
330	 3.15414907003164E-02 
331	 2.82027999457754E-02 
332	 2.81795116766107E-02 
333	 3.45739706151113E-02 
334	 3.63131622624418E-02 
335	 3.40829529407901E-02 
336	 3.36376405152585E-02 
337	 3.46845591247668E-02 
338	 3.67115460078046E-02 
339	 3.78516704288363E-02 
340	 0.036079127302729 
341	 3.09318103514585E-02 
342	 3.55416509402429E-02 
343	 4.31650438573739E-02 
344	 3.79188012314801E-02 
345	 3.34005650210305E-02 
346	 3.31865934994929E-02 
347	 3.54836199073686E-02 
348	 3.69164352799653E-02 
349	 3.55207118554234E-02 
350	 0.034197706688381 
351	 3.35524114334584E-02 
352	 3.37741472858515E-02 
353	 3.42527069194242E-02 
354	 3.46748589629751E-02 
355	 3.50028847741435E-02 
356	 3.37603590554858E-02 
357	 3.08487661810742E-02 
358	 3.27877844915303E-02 
359	 3.58401059355113E-02 
360	 3.34816800456311E-02 
361	 3.30737016047243E-02 
362	 3.51490420137288E-02 
363	 3.54011940933547E-02 
364	 3.46527810461428E-02 
365	 0.033564675774621 
366	 3.33097406163502E-02 
367	 3.33875801718816E-02 
368	 3.29292105046698E-02 
369	 3.47290970385271E-02 
370	 3.77490435745366E-02 
371	 3.66743325734739E-02 
372	 3.49897002712017E-02 
373	 3.44865199766429E-02 
374	 3.34650902103128E-02 
375	 0.032612448009119 
376	 3.30083653761169E-02 
377	 3.37612360429028E-02 
378	 3.43901006184223E-02 
379	 3.40751264252547E-02 
380	 3.43796427152811E-02 
381	 3.56964181177024E-02 
382	 3.51556853100298E-02 
383	 3.42274806470117E-02 
384	 3.51206814968094E-02 
385	 0.035002176951238 
386	 3.35759772799969E-02 
387	 3.17002741825892E-02 
388	 3.17328902531234E-02 
389	 3.42639050633583E-02 
390	 3.62772269311426E-02 
391	 3.66268563282202E-02 
392	 3.44957053795016E-02 
393	 3.45213462196499E-02 
394	 3.63613612830422E-02 
395	 3.60451006727548E-02 
396	 3.56367795156918E-02 
397	 3.58640761242047E-02 
398	 3.59416291164689E-02 
399	 3.53182133175287E-02 
400	 3.35957234719434E-02 
401	 3.35236436549677E-02 
402	 3.46896012146899E-02 
403	 3.49297599808692E-02 
404	 3.49573119646098E-02 
405	 3.49386217721857E-02 
406	 3.41288970761672E-02 
407	 3.34129811412803E-02 
408	 3.39040445288878E-02 
409	 3.50039452964407E-02 
410	 0.03602873328021 
411	 3.55767446199963E-02 
412	 3.49124949360327E-02 
413	 3.47036786140863E-02 
414	 3.50102486525743E-02 
415	 3.51401899676618E-02 
416	 3.42153835934547E-02 
417	 0.034183413922089 
418	 3.51529705178356E-02 
419	 3.61466077171946E-02 
420	 3.62531335481929E-02 
421	 3.52220311101972E-02 
422	 3.51916584761669E-02 
423	 3.56513675724055E-02 
424	 3.54914937363927E-02 
425	 3.53445059910662E-02 
426	 3.53410534513665E-02 
427	 3.53392348665417E-02 
428	 3.56717724283862E-02 
429	 3.64158624960904E-02 
430	 0.036478027139537 
431	 3.60938402392893E-02 
432	 3.59052129047942E-02 
433	 3.57570490252678E-02 
434	 3.57174953047352E-02 
435	 3.60662015888419E-02 
436	 0.03650597196523 
437	 3.67886609221669E-02 
438	 3.65705636638445E-02 
439	 3.61754014888272E-02 
440	 3.62627007112671E-02 
441	 0.036480327536281 
442	 3.66717677451354E-02 
443	 3.66730129774386E-02 
444	 3.64860173614524E-02 
445	 3.61802024794606E-02 
446	 3.64583189015396E-02 
447	 3.70325004363732E-02 
448	 3.70085276865912E-02 
449	 3.69634164402225E-02 
450	 3.70996312063891E-02 
451	 3.75178238913743E-02 
452	 3.76441359350199E-02 
453	 3.69752156070884E-02 
454	 3.69001383921733E-02 
455	 3.73478892996014E-02 
456	 3.73367524787652E-02 
457	 3.71660305065146E-02 
458	 3.70352628018478E-02 
459	 3.75014356549127E-02 
460	 3.79028169556673E-02 
461	 3.74399388781948E-02 
462	 3.74992379086648E-02 
463	 0.038029296698111 
464	 3.78460152994524E-02 
465	 3.76685541492051E-02 
466	 3.78253267852318E-02 
467	 3.78580325533374E-02 
468	 3.79379096212653E-02 
469	 3.83839888570632E-02 
470	 3.84383681914785E-02 
471	 3.80714887914203E-02 
472	 3.79007832811989E-02 
473	 3.79267090590143E-02 
474	 3.80934350968312E-02 
475	 3.78654813875532E-02 
476	 3.75846211146181E-02 
477	 3.79666170843642E-02 
478	 3.84275310455792E-02 
479	 3.87265696484182E-02 
480	 3.87475080818155E-02 
481	 3.84635630468066E-02 
482	 3.79267230652134E-02 
483	 3.79579311746671E-02 
484	 0.038327110346813 
485	 3.80681741439007E-02 
486	 0.038203510902255 
487	 3.89152269331191E-02 
488	 0.039197659100381 
489	 3.90952487861307E-02 
490	 3.87696185864607E-02 
491	 3.88323390572815E-02 
492	 3.92146571542405E-02 
493	 3.93702345197405E-02 
494	 3.95344835662988E-02 
495	 3.97218410464431E-02 
496	 3.94226167741422E-02 
497	 3.91932093606993E-02 
498	 3.97936277368056E-02 
499	 3.99664901487184E-02 
500	 3.96953869785109E-02 
501	 4.00426853400363E-02 
502	 4.04686353264372E-02 
503	 4.06498874820609E-02 
504	 4.07789914462738E-02 
505	 4.09236966611731E-02 
506	 4.11779135989328E-02 
507	 4.11297977217798E-02 
508	 4.08899785125453E-02 
509	 4.13400537185145E-02 
510	 0.041994259845837 
511	 0.042449873068242 
512	 4.29739796884175E-02 
513	 4.34958981876663E-02 
514	 4.37763263312479E-02 
515	 4.40103073374046E-02 
516	 4.43223993141625E-02 
517	 4.49726367136667E-02 
518	 4.55174585712241E-02 
519	 4.54977634542688E-02 
520	 0.045885375345462 
521	 0.046614982103579 
522	 4.69783368496319E-02 
523	 4.72485552204525E-02 
524	 4.75736777443866E-02 
525	 4.81074474503958E-02 
526	 4.86619638449673E-02 
527	 4.89438229176233E-02 
528	 4.93415889485536E-02 
529	 4.98377454122771E-02 
530	 5.00683372772746E-02 
531	 5.00979676032962E-02 
532	 5.00179636948539E-02 
533	 5.01874792853265E-02 
534	 5.05751058264443E-02 
535	 5.10050900073848E-02 
536	 5.14364790331742E-02 
537	 5.18119135236868E-02 
538	 5.20371517428014E-02 
539	 0.052140687347935 
540	 5.21699146661223E-02 
541	 5.23768265735354E-02 
542	 5.27147117549328E-02 
543	 5.29263043995895E-02 
544	 5.30578891095158E-02 
545	 5.31650967918656E-02 
546	 5.34742286184362E-02 
547	 5.38851060533199E-02 
548	 5.42395097735538E-02 
549	 5.44267023557542E-02 
550	 5.44572849798461E-02 
551	 5.44474296325528E-02 
552	 5.46293552206064E-02 
553	 5.50826552560735E-02 
554	 5.51077030283388E-02 
555	 5.49693366649662E-02 
556	 5.53415442275823E-02 
557	 5.57596464303219E-02 
558	 5.60521380809172E-02 
559	 5.62146469731486E-02 
560	 5.61207643110023E-02 
561	 5.57050984302711E-02 
562	 5.56173029816926E-02 
563	 5.57523115610937E-02 
564	 5.54707140101165E-02 
565	 5.52545459774139E-02 
