Wavelength	AVE00010.asd
325	 5.67066859755398E-02 
326	 6.38032545395807E-02 
327	 5.88358211198959E-02 
328	 6.52874541361441E-02 
329	 7.35762072255692E-02 
330	 7.74312688322626E-02 
331	 6.62851863969159E-02 
332	 5.79323847693677E-02 
333	 6.88447280891147E-02 
334	 7.19430055615067E-02 
335	 6.70834806656516E-02 
336	 6.56219107945345E-02 
337	 6.47079293035589E-02 
338	 6.44153011488938E-02 
339	 6.87516993057521E-02 
340	 6.86985005672482E-02 
341	 5.83763486246252E-02 
342	 5.41354885876568E-02 
343	 5.62590378613825E-02 
344	 6.05450738352065E-02 
345	 6.41346141082877E-02 
346	 6.58976608023966E-02 
347	 6.65346454460778E-02 
348	 0.064845199090609 
349	 6.07673869722574E-02 
350	 6.00806504641956E-02 
351	 6.11141939041575E-02 
352	 5.98965218760088E-02 
353	 6.20273537882413E-02 
354	 6.65656796251663E-02 
355	 6.53308371007574E-02 
356	 6.34788898927718E-02 
357	 6.41016529538345E-02 
358	 0.064347502505931 
359	 6.39223373471483E-02 
360	 6.28949742594059E-02 
361	 6.19865461074371E-02 
362	 6.16700593369313E-02 
363	 6.28564559975926E-02 
364	 6.32487205308337E-02 
365	 6.19441123478979E-02 
366	 6.15292231269846E-02 
367	 6.21556280740473E-02 
368	 6.36354984514177E-02 
369	 6.53476774212348E-02 
370	 6.63106314819445E-02 
371	 6.36128277550844E-02 
372	 0.062813905349373 
373	 6.61556685757704E-02 
374	 6.58291993606418E-02 
375	 0.063927144730027 
376	 0.064380035493625 
377	 6.35936449758989E-02 
378	 6.19927946318901E-02 
379	 6.34961004344118E-02 
380	 6.45810746613246E-02 
381	 6.36045937150613E-02 
382	 6.24511301499571E-02 
383	 0.062377085032531 
384	 6.46909335915828E-02 
385	 6.59173607874375E-02 
386	 6.52325553796628E-02 
387	 6.31673548457069E-02 
388	 6.08407376668498E-02 
389	 5.93283561981567E-02 
390	 6.13376096946483E-02 
391	 6.36287373136139E-02 
392	 6.23071246319551E-02 
393	 6.25474648081249E-02 
394	 6.43551405834969E-02 
395	 6.49113838815336E-02 
396	 6.33889943178985E-02 
397	 6.02627394839208E-02 
398	 5.93640747326509E-02 
399	 5.92921691234373E-02 
400	 5.83594771943196E-02 
401	 5.79082760923089E-02 
402	 5.83202116659054E-02 
403	 0.060246526739001 
404	 6.14118481262169E-02 
405	 6.11245723606098E-02 
406	 0.061884526393166 
407	 6.27457315452102E-02 
408	 6.23106108522354E-02 
409	 6.18348456109057E-02 
410	 6.16192651690077E-02 
411	 6.17262380729928E-02 
412	 6.13681626193605E-02 
413	 6.04934848990023E-02 
414	 6.13439521487617E-02 
415	 6.24908768385426E-02 
416	 6.18784277603303E-02 
417	 6.13239674960993E-02 
418	 6.12277093062258E-02 
419	 6.14000327030371E-02 
420	 6.17224468916681E-02 
421	 0.06203144253516 
422	 0.06175390677725 
423	 6.14042085142486E-02 
424	 6.18105937805507E-02 
425	 6.19297758852984E-02 
426	 6.18839853575023E-02 
427	 0.063256912590969 
428	 6.39674332415218E-02 
429	 6.28776359564772E-02 
430	 6.26912156922494E-02 
431	 6.28611814447051E-02 
432	 6.18511698409991E-02 
433	 6.15286369881725E-02 
434	 6.19912431133868E-02 
435	 6.17709883527349E-02 
436	 6.15858005313018E-02 
437	 6.18740399112059E-02 
438	 6.18543937951938E-02 
439	 6.18421156865539E-02 
440	 6.26668434322813E-02 
441	 6.30374027744632E-02 
442	 6.27375147146361E-02 
443	 6.25317401004586E-02 
444	 6.28959576804521E-02 
445	 6.40397133927949E-02 
446	 6.40214691652038E-02 
447	 6.32674418894795E-02 
448	 6.34824431114169E-02 
449	 6.36279508483365E-02 
450	 6.34359463169075E-02 
451	 6.31843554100186E-02 
